"ID","Season","Song","Plays"
"6NMtzpDQBTOfJwMzgMX0zl","Fall","Travis Scott ~ SKELETONS",119
"6NMtzpDQBTOfJwMzgMX0zl","Winter","Travis Scott ~ SKELETONS",99
"6gpcs5eMhJwax4mIfKDYQk","Summer","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",88
"6NMtzpDQBTOfJwMzgMX0zl","Summer","Travis Scott ~ SKELETONS",87
"20TYNq9o5sdBAbkCWE9ih7","Fall","Alina Baraz ~ Electric (feat. Khalid)",86
"5tsI3xxDHDgzHhn30LTQNz","Fall","mike. ~ These Days",86
"7szuecWAPwGoV1e5vGu8tl","Spring","The Weeknd ~ In Your Eyes",85
"51EC3I1nQXpec4gDk0mQyP","Winter","Travis Scott ~ 90210 (feat. Kacy Hill)",85
"5tsI3xxDHDgzHhn30LTQNz","Winter","mike. ~ These Days",83
"1P9LiOkE3LnKSYsoz1F8A7","Spring","Kendrick Lamar ~ PRIDE.",82
"0TSyYtpSnQrLqsnbSTALTP","Spring","Baby Keem ~ no sense",82
"51EC3I1nQXpec4gDk0mQyP","Fall","Travis Scott ~ 90210 (feat. Kacy Hill)",77
"6NMtzpDQBTOfJwMzgMX0zl","Spring","Travis Scott ~ SKELETONS",77
"6ECp64rv50XVz93WvxXMGF","Winter","Maroon 5 ~ This Love",76
"7EiZI6JVHllARrX9PUvAdX","Summer","Future ~ Low Life (feat. The Weeknd)",75
"0rFpcfF0YfvFUYsl99Bw9d","Fall","Kid Cudi ~ Soundtrack 2 My Life",74
"3nAq2hCr1oWsIU54tS98pL","Summer","Kanye West ~ Waves",74
"0rFpcfF0YfvFUYsl99Bw9d","Winter","Kid Cudi ~ Soundtrack 2 My Life",74
"51EC3I1nQXpec4gDk0mQyP","Spring","Travis Scott ~ 90210 (feat. Kacy Hill)",73
"68Dni7IE4VyPkTOH9mRWHr","Spring","J. Cole ~ No Role Modelz",72
"5iSEsR6NKjlC9SrIJkyL3k","Spring","Kid Cudi ~ Pursuit Of Happiness (Nightmare)",72
"3sTN90bIP2cJ1783ctHykO","Fall","Mura Masa ~ Love$ick (feat. A$AP Rocky)",71
"7BKUWh5sdtdS17crohRe4L","Summer","Logic ~ Black SpiderMan",70
"20dP2DaMHIAmwWAbp7peSr","Spring","Young Thug ~ pick up the phone",68
"51EC3I1nQXpec4gDk0mQyP","Summer","Travis Scott ~ 90210 (feat. Kacy Hill)",68
"6gBFPUFcJLzWGx4lenP6h2","Fall","Travis Scott ~ goosebumps",67
"3sTN90bIP2cJ1783ctHykO","Spring","Mura Masa ~ Love$ick (feat. A$AP Rocky)",67
"1xYpVRspgaLxdJLOTQkTjg","Winter","Travis Scott ~ STOP TRYING TO BE GOD",67
"7KXjTSCq5nL1LoYtL7XAwS","Spring","Kendrick Lamar ~ HUMBLE.",65
"2p8IUWQDrpjuFltbdgLOag","Spring","The Weeknd ~ After Hours",64
"0VjIjW4GlUZAMYd2vXMi3b","Spring","The Weeknd ~ Blinding Lights",64
"4BdGO1CaObRD4La9l5Zanz","Summer","Foster The People ~ Sit Next to Me",64
"5jyyPsIGM2yqkZN9R3TmvN","Summer","Khalid ~ The Ways (with Swae Lee)",64
"3pXF1nA74528Edde4of9CC","Fall","Bryson Tiller ~ Don't",63
"4rHZZAmHpZrA3iH5zx8frV","Fall","Justin Timberlake ~ Mirrors",63
"2tPcTFiQF9MbVUyjZ3zDhA","Spring","SOB X RBE ~ Paramedic!",63
"5tz69p7tJuGPeMGwNTxYuV","Summer","Logic ~ 1-800-273-8255",63
"1wHZx0LgzFHyeIZkUydNXq","Winter","Travis Scott ~ Antidote",63
"2ZWlPOoWh0626oTaHrnl2a","Winter","Frank Ocean ~ Ivy",63
"7szuecWAPwGoV1e5vGu8tl","Fall","The Weeknd ~ In Your Eyes",62
"1cKHdTo9u0ZymJdPGSh6nq","Winter","The Weeknd ~ I Was Never There",62
"27a1mYSG5tYg7dmEjWBcmL","Fall","Travis Scott ~ CAN'T SAY",61
"7KA4W4McWYRpgf0fWsJZWB","Spring","Tyler, The Creator ~ See You Again (feat. Kali Uchis)",61
"6gBFPUFcJLzWGx4lenP6h2","Summer","Travis Scott ~ goosebumps",61
"4GXl8l1MfZPf2GvpyRPJBf","Winter","Young Thug ~ pick up the phone",61
"6sy3LkhNFjJWlaeSMNwQ62","Fall","OneRepublic ~ Counting Stars",60
"4KW1lqgSr8TKrvBII0Brf8","Summer","Kanye West ~ Father Stretch My Hands Pt. 1",60
"6MtKObWYda2qnNIpJI21uD","Summer","Kid Cudi ~ Pursuit Of Happiness (Nightmare)",60
"5tsI3xxDHDgzHhn30LTQNz","Summer","mike. ~ These Days",60
"7EiZI6JVHllARrX9PUvAdX","Spring","Future ~ Low Life (feat. The Weeknd)",59
"1GtVGc1UYin3zpMUdNSSpM","Spring","Logic ~ Midnight",59
"4rHZZAmHpZrA3iH5zx8frV","Spring","Justin Timberlake ~ Mirrors",59
"6gpcs5eMhJwax4mIfKDYQk","Spring","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",59
"27a1mYSG5tYg7dmEjWBcmL","Winter","Travis Scott ~ CAN'T SAY",59
"4rHZZAmHpZrA3iH5zx8frV","Winter","Justin Timberlake ~ Mirrors",59
"4XNrMwGx1SqP01sqkGTDmo","Winter","Maroon 5 ~ One More Night",59
"3d9DChrdc6BOeFsbrZ3Is0","Winter","Red Hot Chili Peppers ~ Under the Bridge",59
"696DnlkuDOXcMAnKlTgXXK","Fall","Arizona Zervas ~ ROXANNE",58
"2tznHmp70DxMyr2XhWLOW0","Spring","Cage The Elephant ~ Cigarette Daydreams",58
"2ihL1KGMA0geIqGT5pkZzo","Spring","Jack Harlow ~ WARSAW (feat. 2forwOyNE)",58
"0AOvNRgl0SMfOibWA5bP8o","Summer","Kendrick Lamar ~ Money Trees",58
"1xYpVRspgaLxdJLOTQkTjg","Summer","Travis Scott ~ STOP TRYING TO BE GOD",58
"2LBqCSwhJGcFQeTHMVGwy3","Winter","The Weeknd ~ Die For You",58
"1QEEqeFIZktqIpPI4jSVSF","Winter","Boston ~ More Than a Feeling",58
"6IZvVAP7VPPnsGX6bvgkqg","Winter","Kendrick Lamar ~ PRIDE.",58
"75JFxkI2RXiU7L9VXzMkle","Winter","Coldplay ~ The Scientist",58
"5iSEsR6NKjlC9SrIJkyL3k","Fall","Kid Cudi ~ Pursuit Of Happiness (Nightmare)",57
"0m1KYWlT6LhFRBDVq9UNx4","Spring","Drake ~ HYFR (Hell Ya Fucking Right)",57
"43PuMrRfbyyuz4QpZ3oAwN","Winter","Bryson Tiller ~ Exchange",57
"46MX86XQqYCZRvwPpeq4Gi","Winter","Aliotta Haynes Jeremiah ~ Lake Shore Drive",57
"7e9tzvqywrtzSz8GjjCzye","Fall","Bryson Tiller ~ Exchange",56
"6IZvVAP7VPPnsGX6bvgkqg","Fall","Kendrick Lamar ~ PRIDE.",56
"6QdnKD1zwEgyOWtkrdzlOF","Winter","The Weeknd ~ Hurt You",56
"6gpcs5eMhJwax4mIfKDYQk","Winter","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",56
"2tPcTFiQF9MbVUyjZ3zDhA","Fall","SOB X RBE ~ Paramedic!",55
"4BdGO1CaObRD4La9l5Zanz","Fall","Foster The People ~ Sit Next to Me",55
"6b5P51m8xx2XA6U7sdNZ5E","Spring","The Weeknd ~ Alone Again",55
"2LBqCSwhJGcFQeTHMVGwy3","Spring","The Weeknd ~ Die For You",55
"70whMGrt6rwbkPlXGNtTBw","Spring","Jack Harlow ~ GHOST",55
"5QO79kh1waicV47BqGRL3g","Spring","The Weeknd ~ Save Your Tears",55
"20MuVazoNMv6xjKPnRFOxG","Spring","Travis Scott ~ WAKE UP",55
"7KXjTSCq5nL1LoYtL7XAwS","Summer","Kendrick Lamar ~ HUMBLE.",55
"5WoaF1B5XIEnWfmb5NZikf","Winter","Miguel ~ Sky Walker (feat. Travis Scott)",55
"7BxpObs6K7Yio5lVb3sMYX","Fall","Lil Mosey ~ G Walk (with Chris Brown)",54
"2ZWlPOoWh0626oTaHrnl2a","Fall","Frank Ocean ~ Ivy",54
"4RVbK6cV0VqWdpCDcx3hiT","Fall","KIDS SEE GHOSTS ~ Reborn",54
"6sy3LkhNFjJWlaeSMNwQ62","Spring","OneRepublic ~ Counting Stars",54
"3CA9pLiwRIGtUBiMjbZmRw","Spring","Drake ~ Nice For What",54
"27a1mYSG5tYg7dmEjWBcmL","Summer","Travis Scott ~ CAN'T SAY",54
"7cGFbx7MP0H23iHZTZpqMM","Summer","Logic ~ Everybody",54
"6LxSe8YmdPxy095Ux6znaQ","Summer","Drake ~ Headlines",54
"0Fs9cdPDhptWEDJmiCbkEW","Summer","J. Cole ~ She Knows (feat. Amber Coffman & Cults)",54
"2p8IUWQDrpjuFltbdgLOag","Winter","The Weeknd ~ After Hours",54
"7vgTNTaEz3CsBZ1N4YQalM","Winter","Kanye West ~ Ghost Town",54
"1wHZx0LgzFHyeIZkUydNXq","Fall","Travis Scott ~ Antidote",53
"4KW1lqgSr8TKrvBII0Brf8","Fall","Kanye West ~ Father Stretch My Hands Pt. 1",53
"6dGnYIeXmHdcikdzNNDMm2","Fall","The Beatles ~ Here Comes The Sun - Remastered 2009",53
"2J0wRb93zhFng5Y2WPj1ky","Fall","Bas ~ Tribe (with J. Cole)",53
