"Season","Album","Plays"
"Winter","Matilda Charpie ~ Fermez vos yeux",11
"Winter","Thomas Newman ~ Finding Nemo",11
"Winter","James TW ~ First Impressions",11
"Winter","Miike Snow ~ Genghis Khan",11
"Winter","Diego Armando Rosa ~ Gordon Walton",11
"Winter","Elvar Arngrimsson ~ Hugsanir",11
"Winter","Lofi Fruits Music ~ I'm Yours",11
"Winter","San Holo ~ IT HURTS!",11
"Winter","Kodaline ~ In A Perfect World",11
"Winter","Russ ~ Just In Case",11
"Winter","Kygo ~ Kids in Love",11
"Winter","The Weeknd ~ Kiss Land",11
"Winter","Mau y Ricky ~ La Boca",11
"Winter","The Piano Guys ~ Limitless",11
"Winter","Louis The Child ~ Love Is Alive",11
"Winter","Jason Mraz ~ Love Is a Four Letter Word",11
"Winter","Keira Conlon ~ Lyrebird",11
"Winter","Jessy Matador ~ Mash Up by DJ Earworm - Single",11
"Winter","Leerseite ~ Monument",11
"Winter","Masego ~ Mystery Lady (feat. Don Toliver)",11
"Winter","Steve Aoki ~ Neon Future III",11
"Winter","GROUPLOVE ~ Never Trust a Happy Song",11
"Winter","Calum Scott ~ No Matter What",11
"Winter","Galantis ~ Pharmacy",11
"Winter","PRETTYMUCH ~ Phases",11
"Winter","Neon Trees ~ Picture Show",11
"Winter","Bakula ~ Portamento",11
"Winter","Petit Biscuit ~ Presence",11
"Winter","Stromae ~ Racine Carree",11
"Winter","Ski Mask The Slump God ~ STOKELEY",11
"Winter","Deep Inside ~ Silent Shores",11
"Winter","Angus & Julia Stone ~ Snow",11
"Winter","Zonoma ~ Somebody Else",11
"Winter","EMBRZ ~ Sound 4 U",11
"Winter","Andy Grammer ~ The Good Parts",11
"Winter","Tyler Ward ~ The Hardest Thing",11
"Winter","P!nk ~ The Truth About Love",11
"Winter","Ethan DeRose ~ Too Young",11
"Winter","AJ Mitchell ~ Used to Be",11
"Winter","Mauve ~ Wake up With You",11
"Winter","Petit Biscuit ~ We Were Young",11
"Winter","Grant ~ Wishes",11
"Winter","Emmit Fenn ~ Yellow",11
"Winter","Charlie Who? ~ You",11
"Winter","Alaina Castillo ~ the voicenotes",11
"Fall","Billie Eilish ~ &burn (with Vince Staples)",10
"Fall","Dan + Shay ~ 10,000 Hours (with Justin Bieber)",10
"Fall","Jack & Jack ~ A Good Friend Is Nice",10
"Fall","Pentatonix ~ A Pentatonix Christmas Deluxe",10
"Fall","Ty Dolla $ign ~ Beach House 3",10
"Fall","Jakob ~ Bedroom Tapes",10
"Fall","Arman Cekin ~ Better Days",10
"Fall","Nico & Vinz ~ Black Star Elephant",10
"Fall","Cautious Clay ~ Blood Type",10
"Fall","Paras Nath ~ Bollywood Love Instrumentals, Vol. 2",10
"Fall","Bryce Vine ~ Carnival",10
"Fall","Quinn XCII ~ Change of Scenery II",10
"Fall","BAYNK ~ Come Home",10
"Fall","John Mayer ~ Continuum",10
"Fall","Sub Urban ~ Cradles",10
"Fall","Rochak Kohli ~ Dil Na Jaaneya (From """"Good Newwz"""")",10
"Fall","Anson Seabra ~ Dominoes",10
"Fall","Zonoma ~ Don't Let Me Down",10
"Fall","Viclo ~ Dream Dependence",10
"Fall","Petit Biscuit ~ Drivin Thru the Night",10
"Fall","benny blanco ~ Eastside (with Halsey & Khalid)",10
"Fall","The Piano Guys ~ Easy On Me",10
"Fall","Dharan Kumar ~ Edho Solla",10
"Fall","James Bay ~ Electric Light",10
"Fall","Mac Miller ~ Faces",10
"Fall","Alan Walker ~ Faded",10
"Fall","Francis Karel ~ Fall",10
"Fall","Lauv ~ Feelings",10
"Fall","WATTS ~ Feels",10
"Fall","VAX ~ Fireproof (feat. Teddy Sky)",10
"Fall","Paradise Sunset ~ Floating",10
"Fall","Ekali ~ Forever (feat. Elohim)",10
"Fall","Akon ~ Freedom",10
"Fall","Omar Apollo ~ Friends",10
"Fall","Alicia Keys ~ Girl on Fire (Remixes)",10
"Fall","Elephante ~ Glass Mansion",10
"Fall","Cat Burns ~ Go (Remixes)",10
"Fall","Billie Eilish ~ Guitar Songs",10
"Fall","Mithoon ~ Half Girlfriend",10
"Fall","Don Toliver ~ Heaven Or Hell",10
"Fall","Pink Sweat$ ~ Honesty",10
"Fall","OneRepublic ~ Human",10
"Fall","Beyonce ~ I AM...SASHA FIERCE",10
"Fall","Elephante ~ I Am The Elephante",10
"Fall","Lost Kings ~ I Miss The Future",10
"Fall","Jason Mraz ~ I Won't Give Up",10
"Fall","Daigo Hanada ~ Ichiru",10
"Fall","Ludovico Einaudi ~ In A Time Lapse",10
"Fall","Labrinth ~ Jealous",10
"Fall","MORTEN ~ Keep Me From You (feat. ODA)",10
"Fall","Summer Walker ~ Last Day Of Summer",10
"Fall","Kevin Garrett ~ Little Bit of You",10
"Fall","The Head And The Heart ~ Living Mirage",10
"Fall","Ruth B. ~ Lost Boy",10
"Fall","Verzache ~ No More",10
"Fall","RY X ~ Oceans",10
"Fall","Lost Kings ~ Paper Crowns",10
"Fall","Johann Eder ~ Peace",10
"Fall","PRETTYMUCH ~ Phases",10
"Fall","Rex Orange County ~ Pony",10
"Fall","CNCO ~ Primera Cita",10
"Fall","Arijit Singh ~ Roy",10
"Fall","Zara Larsson ~ Ruin My Life",10
"Fall","James Arthur ~ Say You Won't Let Go",10
"Fall","Sam Feldt ~ Show Me Love",10
"Fall","Peach Tree Rascals ~ Someday",10
"Fall","Matthew Schultz ~ Somewhere Far",10
"Fall","Jatin-Lalit ~ Soulful Melodies - Flute Version Vol.2",10
"Fall","Giveon ~ Stuck On You",10
"Fall","JAY-Z ~ The Blueprint 3",10
"Fall","Kina ~ Things I Wanted To Tell You - Instrumental",10
"Fall","Sam Smith ~ To Die For",10
"Fall","Ethan DeRose ~ Too Young",10
"Fall","Universo ~ Universo",10
"Fall","Nicky Jam ~ X",10
"Fall","Harry Hudson ~ Yesterday's Tomorrow Night",10
"Fall","Ruel ~ Younger",10
"Fall","Train ~ a girl a bottle a boat",10
"Fall","Christian French ~ love ride",10
"Spring","OneRepublic ~ 13 Reasons Why",10
"Spring","2CELLOS ~ 2Cellos",10
"Spring","Danny Ocean ~ 54+1",10
"Spring","Kanye West ~ 808s & Heartbreak",10
"Spring","Gemma Casimaty ~ A Bed Of Clouds",10
"Spring","Ambar Lucid ~ A letter to my younger self",10
"Spring","Evan Michael Brown ~ Above The Clouds",10
"Spring","Johann Eder ~ Acceptance",10
"Spring","RINI ~ After the Sun",10
"Spring","Russ ~ Ain't Nobody Takin My Baby",10
"Spring","Dreamscaper ~ Alert Reducer",10
"Spring","AURORA ~ All My Demons Greeting Me as a Friend",10
"Spring","Niccolo Pagliani ~ Aria",10
"Spring","DaBaby ~ BLAME IT ON BABY",10
"Spring","HAEVN ~ Back In The Water",10
"Spring","Kimberly Anne ~ Ballads",10
"Spring","Peter Sandberg ~ Balm",10
"Spring","Dean Lewis ~ Be Alright",10
"Spring","Troye Sivan ~ Bloom",10
"Spring","Jonas Blue ~ Blue",10
"Spring","Voyager ~ Bridge",10
"Spring","Callisto Mazzi ~ Buona notte",10
"Spring","Khaled ~ C'est La Vie",10
"Spring","SiR ~ Chasing Summer",10
"Spring","Artemio Li Fonti ~ Chiudete gli occhi",10
"Spring","Lartiste ~ Clandestino",10
"Spring","KIDDO ~ Coming Down",10
"Spring","Lulleaux ~ Contact",10
"Spring","Matilda Charpie ~ Crepuscule",10
"Spring","Valerie Broussard ~ Deeper",10
"Spring","Omotesando ~ Diverse Path",10
"Spring","Zonoma ~ Don't Let Me Down",10
"Spring","Khalid ~ Don't Pretend",10
"Spring","Judithe Abelsen ~ Doze",10
"Spring","Rannar Sillard ~ Dream Voucher",10
"Spring","Minik Knudsen ~ Dromme",10
"Spring","ZAYN ~ Dusk Till Dawn (feat. Sia)",10
"Spring","Lil Dicky ~ Earth",10
"Spring","Akon ~ El Negreeto",10
"Spring","Vilhelm Brandt ~ Endless Dreams",10
"Spring","Matter and Energy ~ Equilibrium",10
"Spring","benny blanco ~ FRIENDS KEEP SECRETS",10
"Spring","Astron ~ Falling Deeply",10
"Spring","Trond Asker ~ Falling Forward",10
"Spring","Jatin-Lalit ~ Fanaa",10
"Spring","Mark Diamond ~ Find You",10
"Spring","Naturally Recurring ~ Finding Calmness",10
"Spring","Johnny Stimson ~ Flower",10
"Spring","Giveon ~ For Tonight",10
"Spring","Yiruma ~ From The Yellow Room",10
"Spring","BROCKHAMPTON ~ GINGER",10
"Spring","Joseph Beg ~ Gentle Arrival",10
"Spring","Dilaz ~ Green Space",10
"Spring","Drake ~ Honestly, Nevermind",10
"Spring","Bazzi ~ I Got You",10
"Spring","Jason Mraz ~ I Won't Give Up",10
"Spring","Alexander 23 ~ I'm Sorry I Love You",10
"Spring","Donato Manna ~ In Peace",10
"Spring","Childish Gambino ~ Kauai",10
"Spring","Arijit Singh ~ Kedarnath",10
"Spring","Jai Wolf ~ Kindred Spirits",10
"Spring","Lofi Fruits Music ~ Late Night Driving Lo-Fi",10
"Spring","Kanye West ~ Late Registration",10
"Spring","Devault ~ Leave Me Low",10
"Spring","Ark Patrol ~ Let Go",10
"Spring","FINNEAS ~ Let's Fall In Love For The Night",10
"Spring","Benette ~ Lily's Cradle",10
"Spring","Lofi Fruits Music ~ Lofi Fruits Music 2021",10
"Spring","Joaquin Mans ~ Longing",10
"Spring","Zen Gaya ~ Lost in the Clouds",10
"Spring","Mitch James ~ Mitch James - Deluxe Edition",10
"Spring","Martin Lindgaarden ~ Montauk",10
"Spring","Mitch James ~ Move On",10
"Spring","Irizarry Barraza ~ Nechama",10
"Spring","Emanuel ~ Need You",10
"Spring","Scintillante ~ Notte",10
"Spring","Luca ~ Ocean",10
"Spring","Alexander 23 ~ Oh No, Not Again!",10
"Spring","Maluma ~ PB.DB. The Mixtape",10
"Spring","Masala Roo ~ Pads of Redemption",10
"Spring","Piano Tribute Players ~ Piano Tribute to The Lion King",10
"Spring","Nicki Minaj ~ Pink Friday ... Roman Reloaded",10
"Spring","Lorde ~ Pure Heroine",10
"Spring","Vala Capon ~ Quando sorridi",10
"Spring","Chama Wijnen ~ Reaching",10
"Spring","Yolta ~ Relaxation",10
"Spring","Charmaine D'Avis ~ Revasseur",10
"Spring","Selena Gomez ~ Revival",10
"Spring","Calum Scott ~ Rise",10
"Spring","BROCKHAMPTON ~ SATURATION III",10
"Spring","Phillipp Vogler ~ Schwebend",10
"Spring","Moon Laika ~ Sleep Hibernation",10
"Spring","Chaima Bergevoet ~ Sluimeren",10
"Spring","Richard Ramsey ~ Slumber",10
"Spring","gigi ~ Sometimes (Backwood)",10
"Spring","Ferdinando Zetticci ~ Sonnambulismo",10
"Spring","Joseph Gatscyjk ~ Soul Pretender",10
"Spring","Luna Lighthouse ~ Stalagmites",10
"Spring","SAFE ~ Stay Down",10
"Spring","Mike Perry ~ Stay Young",10
"Spring","MVS ~ Still Now",10
"Spring","Ina Wroldsen ~ Strongest",10
"Spring","Jozef Gatysik ~ Sway",10
"Spring","Bryson Tiller ~ T R A P S O U L",10
"Spring","Sahlene Williams ~ The Art Of Love",10
"Spring","Tedosio ~ The Book of Jen",10
"Spring","Toledo Rains ~ The Flow",10
"Spring","Rich Brian ~ The Sailor",10
"Spring","Martin Garrix ~ There for You",10
"Spring","Rand Aldo ~ Time Is But A Wellspring",10
"Spring","Antologie ~ Time Travel",10
"Spring","Momento ~ Time Traveller",10
"Spring","Elskavon ~ Traditions & Traitors",10
"Spring","Octave Riviere ~ Un reve merveilleux",10
"Spring","Jupiter Grains ~ Untitled",10
"Spring","Aries ~ WELCOME HOME",10
"Spring","IGRAINE ~ When I am with thee",10
"Spring","Surfaces ~ Where the Light Is",10
"Spring","SYML ~ Where's My Love",10
"Spring","Flo Rida ~ Wild Ones",10
"Spring","Fabrizio Paterlini ~ Winter Stories",10
"Spring","Selena Gomez ~ Wolves",10
"Spring","Emmit Fenn ~ Yellow",10
"Spring","Russ ~ ZOO",10
"Spring","San Holo ~ bb u ok?",10
"Spring","blackbear ~ deadroses",10
"Spring","Zaeden ~ tere bina",10
"Summer","Why Don't We ~ 8 Letters",10
"Summer","Jeremy Ng ~ A Disney Collection",10
"Summer","AURORA ~ All My Demons Greeting Me as a Friend",10
"Summer","Peter Sandberg ~ Balm",10
"Summer","Dean Lewis ~ Be Alright",10
"Summer","Ty Dolla $ign ~ Beach House 3",10
"Summer","Rex Orange County ~ Best Friend",10
"Summer","Lofi Fruits Music ~ Can't Help Falling in Love",10
"Summer","Drake ~ Certified Lover Boy",10
"Summer","LUCHS ~ Chasing Cloud Nine",10
"Summer","Boy In Space ~ Cold",10
"Summer","Kina Grannis ~ Crazy Rich Asians (Original Motion Picture Soundtrack)",10
"Summer","Ruel ~ Dazed & Confused",10
"Summer","Omotesando ~ Diverse Path",10
"Summer","Jess Benko ~ Do You Love Me, or Are You Just Lonely?",10
"Summer","Benji & Fede ~ Dove e quando",10
"Summer","Future ~ EVOL",10
"Summer","Ella Mai ~ Ella Mai",10
"Summer","Tine Mydland ~ Et oyeblikk",10
"Summer","Imagine Dragons ~ Evolve",10
"Summer","WATTS ~ Feels",10
"Summer","James TW ~ For You",10
"Summer","Ruel ~ Free Time",10
"Summer","Yiruma ~ From The Yellow Room",10
"Summer","Coldplay ~ Ghost Stories",10
"Summer","SYML ~ Girl",10
"Summer","Jon Bellion ~ Glory Sound Prep",10
"Summer","SZA ~ Good Days",10
"Summer","Gryffin ~ Gravity",10
"Summer","NURKO ~ Here Right Now",10
"Summer","CNCO ~ Hey DJ",10
"Summer","Forest Creatures ~ Home",10
"Summer","Capital Cities ~ In A Tidal Wave Of Mystery",10
"Summer","Nicholas Sipka ~ In My Quiet Hour",10
"Summer","Sarcastic Sounds ~ In the Morning",10
"Summer","Martin Garrix ~ In the Name of Love",10
"Summer","Sarcastic Sounds ~ It's OK to Cry",10
"Summer","Noah Cyrus ~ July",10
"Summer","The Chainsmokers ~ Kanye",10
"Summer","Pritam ~ Kesariya",10
"Summer","Conan Gray ~ Kid Krow",10
"Summer","Elise Ryen ~ Kritagya",10
"Summer","J Balvin ~ La Familia",10
"Summer","Masego ~ Lady Lady",10
"Summer","Summer Walker ~ Last Day Of Summer",10
"Summer","San Holo ~ Light",10
"Summer","The Piano Guys ~ Live!",10
"Summer","CNCO ~ Llegaste Tu",10
"Summer","MAX ~ Love Me Less (feat. Quinn XCII)",10
"Summer","Keira Conlon ~ Lyrebird",10
"Summer","Black Eyed Peas ~ MAMACITA",10
"Summer","Social House ~ Magic In The Hamptons (feat. Lil Yachty)",10
"Summer","Primer Dia ~ Magnetic",10
"Summer","Train ~ Mai Tais (feat. Skylar Grey)",10
"Summer","Joji ~ Nectar",10
"Summer","Dennis Lloyd ~ Never Go Back",10
"Summer","Blxst ~ No Love Lost",10
"Summer","Ed Sheeran ~ No.6 Collaborations Project",10
"Summer","Rosa Lovstrom ~ Noctis",10
"Summer","Frank Ocean ~ Novacane",10
"Summer","FINNEAS ~ Optimist",10
"Summer","Ed Sheeran ~ Perfect Symphony (Ed Sheeran & Andrea Bocelli)",10
"Summer","Stromae ~ Racine Carree",10
"Summer","XXXTENTACION ~ SKINS",10
"Summer","Joji ~ SLOW DANCING IN THE DARK",10
"Summer","Lauv ~ Sad Forever",10
"Summer","Milky Chance ~ Sadnecessary",10
"Summer","Scintillante ~ Sdraiata accanto a me",10
"Summer","shy martin ~ Slow",10
"Summer","Wet ~ Softens",10
"Summer","Avicii ~ Stories",10
"Summer","Rex Orange County ~ Sunflower",10
"Summer","Elise Magnefold ~ Sunset Dreams",10
"Summer","Bryson Tiller ~ T R A P S O U L",10
"Summer","Into A Dream ~ The Silent Mind",10
"Summer","Miley Cyrus ~ The Time Of Our Lives",10
"Summer","Glades ~ This Is What It's Like",10
"Summer","Octave Riviere ~ Un reve merveilleux",10
"Summer","Universo ~ Universo",10
"Summer","Frank Pierce ~ Vibe (feat. Emily Bonabon)",10
"Summer","Brent Faiyaz ~ WASTELAND",10
"Summer","SYML ~ Where's My Love",10
"Summer","Charlie Who? ~ You",10
"Summer","San Holo ~ album1",10
"Summer","Kamal. ~ homebody",10
"Summer","blackbear ~ hot girl bummer",10
"Summer","j'san ~ i'm in love with u, sorry",10
"Summer","Lauv ~ i'm so tired...",10
"Winter","OneRepublic ~ 13 Reasons Why",10
"Winter","King Princess ~ 1950",10
"Winter","Sid Sriram ~ Ala Vaikunthapurramuloo",10
"Winter","James Arthur ~ Back from the Edge",10
"Winter","Bastille ~ Bad Blood",10
"Winter","Ty Dolla $ign ~ Beach House 3",10
"Winter","Frank Ocean ~ Biking",10
"Winter","alayna ~ Bliss",10
"Winter","SRTW ~ Butterflies",10
"Winter","Jonas Blue ~ By Your Side",10
"Winter","Party Favor ~ Caskets (feat. FKi 1st)",10
"Winter","Ashe ~ Choirs",10
"Winter","Lights From A Distance ~ Dawning",10
"Winter","Russ ~ Down for You",10
"Winter","Black Atlass ~ Dream Awake",10
"Winter","James Bay ~ Electric Light",10
"Winter","Yonder Dale ~ Eternal Slumber",10
"Winter","Mark Diamond ~ Find You",10
"Winter","Akon ~ Freedom",10
"Winter","Quinn XCII ~ Full Circle",10
"Winter","Kina ~ Get You The Moon (feat. Snow)",10
"Winter","SAINt JHN ~ Ghetto Lenny's Love Songs",10
"Winter","Rihanna ~ Good Girl Gone Bad: Reloaded",10
"Winter","Gryffin ~ Gravity",10
"Winter","Nazareno Aversa ~ Great Songs for Piano",10
"Winter","Seeb ~ Grip",10
"Winter","Shallou ~ High Tide",10
"Winter","Elephante ~ I Am The Elephante",10
"Winter","Ray Dalton ~ If You Fall",10
"Winter","Joshua Hyslop ~ In Deepest Blue",10
"Winter","Purple Tower ~ In The Fields",10
"Winter","Sven Stierna ~ Insomniac",10
"Winter","Nidza Bleja ~ Instrumental (vol. 32)",10
"Winter","Nidza Bleja ~ Instrumental (vol. 33)",10
"Winter","Jai Wolf ~ Kindred Spirits",10
"Winter","AJ Mitchell ~ Like Strangers Do",10
"Winter","Khalid ~ Love Lies (with Normani)",10
"Winter","MAX ~ Love Me Less (feat. Quinn XCII)",10
"Winter","KRISTAL ~ Mortal",10
"Winter","Mr. Probz ~ Nothing Really Matters",10
"Winter","Regina Mira ~ October",10
"Winter","Maroon 5 ~ Overexposed",10
"Winter","Dadju ~ Poison Ou Antidote",10
"Winter","Maluma ~ Pretty Boy, Dirty Boy",10
"Winter","Arizona Zervas ~ ROXANNE",10
"Winter","Joey Montana ~ Rosas O Espinas",10
"Winter","Sasha Alex Sloan ~ Runaway",10
"Winter","Josep Alba ~ Sleep Well",10
"Winter","Biqram ~ Slip into Darkness",10
"Winter","AJ Mitchell ~ Slow Dance (feat. Ava Max)",10
"Winter","Jai Wolf ~ Starlight",10
"Winter","Mike Perry ~ Stay Young",10
"Winter","MAX ~ Still New York",10
"Winter","Rex Orange County ~ Sunflower",10
"Winter","JAY-Z ~ The Blueprint 3",10
"Winter","Blue Ivy ~ The Lion King: The Gift",10
"Winter","Martin Garrix ~ There for You",10
"Winter","Khalid ~ This Way",10
"Winter","Hollow Coves ~ Wanderlust",10
"Winter","The Paper Kites ~ Woodland",10
"Winter","Ruel ~ Younger",10
"Winter","gnash ~ we",10
"Winter","Jeremy Zucker ~ you were good to me",10
"Fall","Trevor Hall ~ 2 Oceans",9
"Fall","2CELLOS ~ 2Cellos",9
"Fall","Pandrezz ~ 3 Am. Study Session",9
"Fall","5 Seconds of Summer ~ 5SOS5",9
"Fall","Eklipse ~ A Night In Strings",9
"Fall","Priya Saraiya ~ ABCD 2",9
"Fall","Alicia Keys ~ ALICIA",9
"Fall","Naomi Scott ~ Aladdin",9
"Fall","AURORA ~ All My Demons Greeting Me as a Friend",9
"Fall","Selena Gomez ~ Back To You",9
"Fall","Shreya Ghoshal ~ Best Of Shreya Ghoshal",9
"Fall","Naturally Recurring ~ Beyond the Atmosphere",9
"Fall","Danny Chellam ~ Bollywood Fantasia",9
"Fall","rei brown ~ Bubble",9
"Fall","SRTW ~ Butterflies",9
"Fall","Kanye West ~ Champions",9
"Fall","The Piano Guys ~ Chill",9
"Fall","Ashe ~ Choirs",9
"Fall","Tones And I ~ Cloudy Day",9
"Fall","6ix9ine ~ DUMMY BOY",9
"Fall","Borgeous ~ Dear Me,",9
"Fall","Drax Project ~ Drax Project",9
"Fall","Rannar Sillard ~ Dream Voucher",9
"Fall","Lofi Fruits Music ~ Drift Into Your World",9
"Fall","PLVTINUM ~ Drunk Enough to Say That I Love You",9
"Fall","Beauvois ~ Echo",9
"Fall","Trevor Daniel ~ Falling",9
"Fall","Emmit Fenn ~ Far From Here",9
"Fall","Megan Thee Stallion ~ Fever",9
"Fall","Julia Michaels ~ Fifty Shades Freed",9
"Fall","Johnny Stimson ~ Flower",9
"Fall","James TW ~ For You",9
"Fall","Kygo ~ Fragile",9
"Fall","James Blake ~ Friends That Break Your Heart",9
"Fall","Fancy Cars ~ Fun",9
"Fall","LoudTunez ~ Gucci Drip",9
"Fall","Travis Scott ~ HIGHEST IN THE ROOM",9
"Fall","Shallou ~ High Tide",9
"Fall","Sarcastic Sounds ~ I Don't Sleep",9
"Fall","Hushed ~ In Dreams",9
"Fall","Abeer Arora ~ Kangana",9
"Fall","Louis The Child ~ Kids At Play- EP",9
"Fall","Patrick Watson ~ Love Songs For Robots",9
"Fall","Alvaro Soler ~ Mar De Colores",9
"Fall","Harry Hudson ~ Mean To Love",9
"Fall","Conor Matthews ~ Midnight Flight",9
"Fall","Lijo George ~ Mitron",9
"Fall","EMBRZ ~ Moments",9
"Fall","Kanye West ~ My Beautiful Dark Twisted Fantasy",9
"Fall","Smooth December ~ Mysterious Island Love",9
"Fall","Artura Ponce Valles ~ No me despiertes",9
"Fall","Joe Jonas ~ Not Alone",9
"Fall","Frank Ocean ~ Novacane",9
"Fall","Martin Garrix ~ Ocean (feat. Khalid)",9
"Fall","Lofi Fruits Music ~ Old Sad Songs But It's Lofi Fruits Remix",9
"Fall","Calum Scott ~ Only Human",9
"Fall","Grady ~ Open (feat. Cailin Russo)",9
"Fall","Imagine Dragons ~ Origins",9
"Fall","Borgeous ~ Over The Edge",9
"Fall","Carnage ~ Papi Gordo",9
"Fall","Kid Cudi ~ Passion, Pain & Demon Slayin'",9
"Fall","Neon Trees ~ Picture Show",9
"Fall","Jorja Smith ~ Project 11",9
"Fall","Calum Scott ~ Rise",9
"Fall","Robyn Sherwell ~ Robyn Sherwell",9
"Fall","Bobby McFerrin ~ Simple Pleasures",9
"Fall","Flume ~ Skin",9
"Fall","Brian Eno ~ Small Craft On A Milk Sea",9
"Fall","Clean Bandit ~ Solo (feat. Demi Lovato)",9
"Fall","Ollie MN ~ Songs from the Swamp",9
"Fall","Joseph McGrahl ~ Spirit of Harmony",9
"Fall","Drake ~ Take Care",9
"Fall","Pentatonix ~ The Greatest Show",9
"Fall","Tones And I ~ The Kids Are Coming",9
"Fall","Into A Dream ~ The Silent Mind",9
"Fall","Martin Garrix ~ There for You",9
"Fall","Faime ~ Thoughts",9
"Fall","Bruno Mars ~ Unorthodox Jukebox",9
"Fall","OneRepublic ~ Waking Up",9
"Fall","Miguel ~ War & Leisure",9
"Fall","Giveon ~ When It's All Said And Done",9
"Fall","Lost Kings ~ When We Were Young",9
"Fall","Alan Walker ~ World We Used To Know",9
"Fall","yaeow ~ Worn Out Heart",9
"Fall","Ran-D ~ Zombie",9
"Fall","Billie Eilish ~ my future",9
"Spring","Childish Gambino ~ """"Awaken, My Love!""""",9
"Spring","Calvin Harris ~ 18 Months",9
"Spring","King Princess ~ 1950",9
"Spring","Jhove ~ 4 Am. Study Session",9
"Spring","Yue Yan Jen ~ <U+68A6><U+8776> - Dream to be a butterfly",9
"Spring","Jack & Jack ~ A Good Friend Is Nice",9
"Spring","Rihanna ~ ANTI",9
"Spring","Matt Simons ~ After The Landslide",9
"Spring","Amit Trivedi ~ Aisha (Original Motion Picture Soundtrack)",9
"Spring","Sid Sriram ~ Ala Vaikunthapurramuloo",9
"Spring","Roger Reuse ~ All Is Well Now",9
"Spring","Andrew McMahon in the Wilderness ~ Andrew McMahon In The Wilderness",9
"Spring","Bastille ~ Another Place",9
"Spring","Pink Sweat$ ~ At My Worst",9
"Spring","Alan Menken ~ Beauty and the Beast",9
"Spring","Enlightment Spirits ~ Bedtime Roses",9
"Spring","Novo Amor ~ Birthplace",9
"Spring","Roman Muller ~ Blame",9
"Spring","Galantis ~ Bones (feat. OneRepublic)",9
"Spring","Mayol ~ Breathe Out",9
"Spring","CNCO ~ CNCO",9
"Spring","Elsa Greeve ~ Catastrophically in love with you",9
"Spring","LUCHS ~ Chasing Cloud Nine",9
"Spring","Cigarettes After Sex ~ Cigarettes After Sex",9
"Spring","Koby Laver ~ Close your eyes",9
"Spring","Dimitri Vegas & Like Mike ~ Complicated (feat. Kiiara)",9
"Spring","Antoine Minot ~ Courage",9
"Spring","Jiao Ch'ien ~ Diligence",9
"Spring","Calum Scott ~ Dirty Dancing",9
"Spring","Viclo ~ Dream Dependence",9
"Spring","Dijon ~ Drunk",9
"Spring","Dua Lipa ~ Dua Lipa",9
"Spring","Luis Fonsi ~ Echame La Culpa",9
"Spring","Delle Alpi ~ Falling Stars",9
"Spring","Matilda Charpie ~ Fermez vos yeux",9
"Spring","ZAYN ~ Fifty Shades Darker",9
"Spring","IHF ~ Floating EP",9
"Spring","Rick Hagen ~ Forever Vanished",9
"Spring","Elijah Who ~ Gentle Boy",9
"Spring","Tom Misch ~ Geography",9
"Spring","Jon Bellion ~ Glory Sound Prep",9
"Spring","Justice Skolnik ~ Glow (feat. Jeremy Zucker) - Single",9
"Spring","Amine ~ Good For You",9
"Spring","Rihanna ~ Good Girl Gone Bad: Reloaded",9
"Spring","Marc E. Bassy ~ Gossip Columns",9
"Spring","Shawn Mendes ~ Handwritten (Revisited)",9
"Spring","88rising ~ Head In The Clouds II",9
"Spring","Luna Meguise ~ Heading West",9
"Spring","Chord Overstreet ~ Hold On",9
"Spring","Emmit Fenn ~ Hollow",9
"Spring","Kygo ~ I'll Wait",9
"Spring","Peter Manos ~ In My Head",9
"Spring","Alok ~ In My Mind",9
"Spring","Dreamscaper ~ Insomnia Curator",9
"Spring","Levi Stills ~ Intermezzo",9
"Spring","Thundercat ~ It Is What It Is",9
"Spring","Sarcastic Sounds ~ It's OK to Cry",9
"Spring","Verzache ~ January",9
"Spring","Labrinth ~ Jealous",9
"Spring","Gavin Haley ~ Jet Lag",9
"Spring","Julia Michaels ~ Jump (with Trippie Redd)",9
"Spring","BoTalks ~ Know U Anymore (feat. Sarah Hyland)",9
"Spring","Bebe Rexha ~ Last Hurrah",9
"Spring","Jakob Ahlbom ~ Like Home",9
"Spring","Harold Budd ~ Lovely Thunder",9
"Spring","Dream Runner ~ Magica",9
"Spring","Opus Monik ~ Mellifluous",9
"Spring","Faime ~ Memories",9
"Spring","Sia ~ Music",9
"Spring","James Arthur ~ Naked",9
"Spring","Trevor Kowalski ~ New Ambitions",9
"Spring","The Tides ~ New Beginning",9
"Spring","Petit Biscuit ~ Night Trouble",9
"Spring","Charlie Puth ~ Nine Track Mind",9
"Spring","ZAYN ~ Nobody Is Listening",9
"Spring","Rosa Lovstrom ~ Noctis",9
"Spring","Carlie Hanson ~ Only One",9
"Spring","Grady ~ Open (feat. Cailin Russo)",9
"Spring","Berlioz ~ Origami",9
"Spring","J-AX ~ Ostia Lido",9
"Spring","Kasbo ~ Over You (feat. Frida Sundemo)",9
"Spring","Katy Perry ~ PRISM",9
"Spring","Pentatonix ~ PTX Presents: Top Pop, Vol. I",9
"Spring","Johann Eder ~ Peace",9
"Spring","Piano Dreamers ~ Piano Dreamers Perform the Songs from The Greatest Showman",9
"Spring","Petit Biscuit ~ Pick Your Battles",9
"Spring","Daniel Caesar ~ Pilgrim's Paradise",9
