"Album","Plays","Songs","Artist","First Listen","Plays Per Song"
"durag activity (with Travis Scott)",11,1,"Baby Keem","2021-04-30",11
"21st Century Breakdown",10,1,"Green Day","2017-10-29",10
"Aretha Franklin Sings The Great Diva Classics",10,10,"Aretha Franklin","2020-06-15",1
"BTR",10,4,"Big Time Rush","2021-02-11",2.5
"Back In Black",10,1,"AC/DC","2017-10-09",10
"Beautiful Trauma",10,1,"P!nk","2017-11-15",10
"Bigger Than You feat. Drake & Quavo",10,1,"2 Chainz","2018-06-17",10
"Broccoli",10,1,"DRAM","2022-03-01",10
"Complete Albums 1965-1980",10,5,"The Paul Butterfield Blues Band","2020-09-23",2
"Del Water Gap",10,1,"Del Water Gap","2021-12-02",10
"Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack)",10,3,"Lata Mangeshkar","2020-09-09",3.33333333333333
"East Atlanta Love Letter",10,3,"6LACK","2019-01-15",3.33333333333333
"For Abby",10,1,"JAWNY","2022-05-21",10
"Freaky",10,1,"Tory Lanez","2019-06-11",10
"Happy Together",10,1,"The Turtles","2018-07-24",10
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]",10,1,"Lorde","2017-11-12",10
"Infinity",10,8,"Journey","2021-02-21",1.25
"Judas and the Black Messiah: The Inspired Album",10,1,"Masego","2021-05-05",10
"Levels",10,1,"Avicii","2022-03-18",10
"Mamacita (feat. Rich Homie Quan & Young Thug)",10,1,"Travis Scott","2018-07-28",10
"Mariposa",10,3,"Felly","2020-11-23",3.33333333333333
"Midnights",10,8,"Taylor Swift","2022-10-22",1.25
"Nights Like These",10,3,"Outasight","2016-04-20",3.33333333333333
"Nuthin' 2 Prove",10,3,"Lil Yachty","2018-10-21",3.33333333333333
"Pony",10,3,"Rex Orange County","2020-11-28",3.33333333333333
"Regulate. G Funk Era",10,1,"Warren G","2022-02-14",10
"Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies",10,2,"Kodak Black","2022-01-09",5
"Subramaniapuram",10,1,"James Vasanthan","2021-10-03",10
"TAKE TIME",10,5,"Giveon","2020-11-22",2
"The 1975",10,4,"The 1975","2021-03-08",2.5
"The London Sessions",10,1,"Tiesto","2022-05-11",10
"The Lost Boy",10,2,"Cordae","2020-12-25",5
"The Pious Bird of Good Omen",10,9,"Fleetwood Mac","2021-04-10",1.11111111111111
"The Search",10,4,"NF","2021-02-11",2.5
"True 2 Myself",10,1,"Lil Tjay","2020-02-18",10
"Ultraviolence",10,1,"Lana Del Rey","2016-04-20",10
"Waking Up",10,1,"OneRepublic","2021-09-02",10
"Want Me",10,1,"Cl4pers","2022-02-09",10
"Wildflowers",10,8,"Tom Petty","2021-02-13",1.25
"Yung Gravity",10,1,"Yung Gravy","2018-05-25",10
"Zephyrine",10,2,"Elliot Ziegler","2019-09-26",5
"better luck next time.",10,9,"midwxst","2022-03-16",1.11111111111111
"pov: ur on a beach",10,1,"Sublime","2022-08-23",10
"2 Am. Study Session",9,8,"E I S U","2021-08-02",1.125
"ATLAS",9,3,"The Score","2021-02-15",3
"Alright",9,1,"Kendrick Lamar","2021-11-10",9
"Ambrosia (Official Soundtrack)",9,2,"Rhiannon Bannenberg","2019-09-26",4.5
"Are You OK?",9,1,"Wasuremono","2021-12-02",9
"BIBA",9,1,"Marshmello","2019-04-23",9
"Bedtime Stories Pt. 2",9,7,"brillion.","2021-04-27",1.28571428571429
"Bubblin",9,1,"Anderson .Paak","2019-09-20",9
"Candy Paint",9,1,"Post Malone","2017-11-16",9
"Charles Bolt",9,2,"Charles Bolt","2019-09-26",4.5
"Coming In Hot",9,1,"Andy Mineo","2019-05-05",9
"Crosby, Stills & Nash",9,6,"Crosby, Stills & Nash","2020-10-18",1.5
"Famous Cryp",9,1,"Blueface","2019-02-08",9
"Gaze",9,2,"Moux","2019-09-26",4.5
"High Off Life",9,4,"Future","2020-11-26",2.25
"Honest",9,1,"Ira Wolf","2016-04-24",9
"In the Skies",9,5,"Peter Green","2020-07-26",1.8
"Industry Plant",9,3,"iann dior","2019-12-12",3
"Jeremy and Maureen",9,2,"Franz Gordon","2019-09-26",4.5
"Knock Knock - Single",9,1,"Mac Miller","2021-09-25",9
"Love Is Only a Feeling",9,1,"Joey Bada$$","2019-11-18",9
"Luster",9,2,"Gavin Luke","2019-09-26",4.5
"Me And My Gang",9,1,"Rascal Flatts","2018-11-13",9
"Merry Christmas",9,2,"Mariah Carey","2018-12-13",4.5
"Merry Christmas From Brenda Lee",9,2,"Brenda Lee","2022-09-08",4.5
"Model Minority",9,1,"A.K.","2018-12-18",9
"Nadaswaram",9,5,"Kodhanda Raman","2021-02-03",1.8
"One Day (feat. Ryan Tedder)",9,1,"Logic","2018-07-27",9
"Particles",9,9,"Casiio","2021-12-09",1
"Pick It Up (feat. A$AP Rocky)",9,1,"Famous Dex","2018-01-24",9
"Player",9,1,"T-Wayne","2022-11-02",9
"Ransom 2",9,2,"Mike WiLL Made-It","2018-12-19",4.5
"Red Rose Speedway",9,1,"Wings","2020-12-24",9
"Ronald Dregan For President 2004: Dreganomics",9,4,"Mac Dre","2022-02-14",2.25
"Santana (Legacy Edition)",9,8,"Santana","2020-09-27",1.125
"Sapphire",9,1,"Veorra","2020-09-20",9
"Sheer Heart Attack",9,1,"Queen","2018-11-28",9
"Sick Boy",9,3,"The Chainsmokers","2021-02-11",3
"Some Rap Songs",9,3,"Earl Sweatshirt","2021-04-30",3
"Staring Through",9,9,"kudo","2021-04-29",1
"The Essential Poco",9,1,"Poco","2019-01-25",9
"The Heart Part 5",9,1,"Kendrick Lamar","2022-05-09",9
"The Sweet Escape",9,1,"Gwen Stefani","2018-06-19",9
"Thriller 25 Super Deluxe Edition",9,3,"Michael Jackson","2019-01-24",3
"Water",9,1,"Ugly God","2018-01-11",9
"Wild Ones",9,4,"Flo Rida","2016-04-23",2.25
"burbank house",9,1,"tsubi club","2022-03-01",9
"1942 (feat. Yo Gotti & YBN Nahmir)",8,1,"G-Eazy","2018-04-28",8
"6pc Hot EP",8,3,"6LACK","2020-11-22",2.66666666666667
"9",8,1,"Cashmere Cat","2018-01-09",8
"A Winter Romance",8,2,"Dean Martin","2021-11-01",4
"Alaipayuthey (Original Motion Picture Soundtrack)",8,1,"Hariharan","2022-02-21",8
"Atomic Drum Assembly",8,1,"Atomic Drum Assembly","2022-04-07",8
"BALLADS 1",8,4,"Joji","2019-01-23",2
"Bambi",8,2,"Hippo Campus","2022-02-11",4
"Bella Ciao",8,2,"Hardwell","2020-05-13",4
"Bitch Better Have My Money",8,1,"Rihanna","2018-04-27",8
"Blood, Sweat & Tears",8,7,"Blood, Sweat & Tears","2020-10-21",1.14285714285714
"Captain Hook",8,6,"Shordie Shordie","2019-12-12",1.33333333333333
"Creed II: The Album",8,4,"Mike WiLL Made-It","2018-11-16",2
"De La Hoya",8,1,"Gianni","2021-01-12",8
"En t'attendant",8,2,"Melanie Laurent","2019-09-26",4
"Faith",8,6,"Pop Smoke","2021-07-16",1.33333333333333
"Favourite Worst Nightmare",8,4,"Arctic Monkeys","2022-04-15",2
"General Admission",8,2,"Machine Gun Kelly","2018-08-17",4
"Get Rich Or Die Tryin'",8,4,"50 Cent","2021-02-07",2
"HUMBLE.",8,2,"Skrillex","2017-04-19",4
"Invasion of Privacy",8,2,"Cardi B","2018-05-23",4
"It's Almost Dry",8,1,"Pusha T","2022-04-27",8
"Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)",8,1,"Bobby Helms","2019-01-15",8
"John Barleycorn Must Die",8,6,"Traffic","2021-05-30",1.33333333333333
"Lost tapes",8,1,"King Harvest","2022-02-20",8
"Macadelic (Remastered Edition)",8,2,"Mac Miller","2020-08-24",4
"Man's Not Hot",8,1,"Big Shaq","2017-11-14",8
"Midnight Love",8,1,"Marvin Gaye","2022-09-14",8
"Mo Bamba",8,1,"Sheck Wes","2018-08-17",8
"Mr. Fantasy",8,5,"Traffic","2021-03-11",1.6
"My Turn",8,5,"Lil Baby","2021-08-27",1.6
"Never Be the Same",8,1,"Camila Cabello","2018-01-07",8
"No Reason",8,1,"Osibih","2020-01-02",8
"Outta There",8,1,"Moe","2022-01-22",8
"Overly Dedicated",8,4,"Kendrick Lamar","2020-01-24",2
"PARTYNEXTDOOR",8,2,"PARTYNEXTDOOR","2019-11-22",4
"Poland",8,1,"Lil Yachty","2022-10-11",8
"R.O.O.T.S. (Route of Overcoming the Struggle)",8,2,"Flo Rida","2016-04-23",4
"Roll The Dice",8,2,"Marshmello","2019-04-21",4
"SATURATION II",8,3,"BROCKHAMPTON","2018-06-24",2.66666666666667
"SOB X RBE",8,2,"SOB X RBE","2018-10-06",4
"SOUR",8,2,"Olivia Rodrigo","2021-06-18",4
"Saturday Night Fever",8,6,"Bee Gees","2021-09-13",1.33333333333333
"Solo",8,2,"Matt Stewart-Evans","2019-09-26",4
"Soulection White Label - Monte Booker",8,1,"monte booker","2020-06-10",8
"SremmLife",8,3,"Rae Sremmurd","2019-12-28",2.66666666666667
"Still Brazy",8,2,"YG","2018-05-22",4
"Thank You Happy Birthday",8,6,"Cage The Elephant","2021-02-11",1.33333333333333
"The Best Of Earth, Wind & Fire Vol. 1",8,1,"Earth, Wind & Fire","2019-01-28",8
"The Moon & You",8,2,"Rejjie Snow","2020-10-31",4
"The OF Tape Vol. 2",8,2,"Odd Future","2020-08-27",4
"The Who By Numbers",8,6,"The Who","2020-09-15",1.33333333333333
"This Is America",8,1,"Childish Gambino","2018-05-06",8
"What You Heard",8,1,"Sonder","2021-05-31",8
"When We Were Friends",8,3,"The Backseat Lovers","2019-09-10",2.66666666666667
"You're Dead!",8,2,"Flying Lotus","2019-02-01",4
"good 4 u",8,1,"Olivia Rodrigo","2021-06-01",8
"i wanna be your girlfriend",8,1,"girl in red","2021-09-03",8
"""""Heroes""""",7,4,"David Bowie","2021-01-29",1.75
"A New World Record",7,2,"Electric Light Orchestra","2020-02-16",3.5
"Allure",7,1,"Brent Faiyaz","2022-06-18",7
"Aspen",7,1,"Young Dolph","2021-03-23",7
"Automatic For The People",7,3,"R.E.M.","2019-01-15",2.33333333333333
"Baar Baar Dekho",7,1,"Amar Arshi","2019-07-14",7
"Back Stabbers",7,1,"The O'Jays","2022-09-30",7
"Bad Habits",7,4,"NAV","2019-03-25",1.75
"Believe",7,2,"Justin Bieber","2021-10-03",3.5
"Bin Reaper 2",7,4,"BabyTron","2022-09-28",1.75
"Bin Reaper 3: Old Testament",7,4,"BabyTron","2022-11-02",1.75
"Blizzard of Ozz",7,1,"Ozzy Osbourne","2019-01-28",7
"Chixtape 5",7,2,"Tory Lanez","2019-12-05",3.5
"Cocobolo",7,6,"HM Surf","2021-04-22",1.16666666666667
"DS4EVER",7,5,"Gunna","2022-01-08",1.4
"Death of a Bachelor",7,2,"Panic! At The Disco","2022-03-14",3.5
"Despacito Feat. Justin Bieber",7,1,"Luis Fonsi","2017-06-20",7
"Diva",7,1,"Don Toliver","2021-01-12",7
"Escape",7,2,"Journey","2019-01-28",3.5
"F.A.M.E.",7,2,"Chris Brown","2019-05-14",3.5
"Fire of Unknown Origin",7,1,"Blue Oyster Cult","2019-11-24",7
"Forever Changing",7,7,"Laffey","2021-12-09",1
"Go Loko",7,1,"YG","2019-05-03",7
"Good Dog, Bad Dream",7,2,"Hippo Campus","2022-05-20",3.5
"Imagine",7,1,"John Lennon","2017-10-03",7
"Into the Sun",7,1,"Bassnectar","2016-04-18",7
"John B. Sebastian",7,3,"John Sebastian","2020-09-27",2.33333333333333
"Konvicted",7,2,"Akon","2020-08-29",3.5
"MEMORIES DON'T DIE",7,5,"Tory Lanez","2019-01-15",1.4
"MORE BLACK SUPERHEROES",7,1,"WESTSIDE BOOGIE","2022-07-01",7
"Night & Day",7,1,"The Vamps","2021-10-11",7
"Nightfall",7,4,"S N U G","2019-10-07",1.75
"Nothing but the Beat",7,2,"David Guetta","2016-04-26",3.5
"Old English",7,1,"Young Thug","2018-05-07",7
"Orange Print",7,3,"Larry June","2022-05-24",2.33333333333333
"Out Of Time",7,2,"R.E.M.","2020-08-09",3.5
"PLAYBOY",7,4,"Tory Lanez","2021-05-31",1.75
"Relapse: Refill",7,1,"Drake","2018-08-30",7
"Remember Me",7,2,"Sage The Gemini","2019-09-17",3.5
"Rock & Roll Is Here to Stay",7,5,"Sha Na Na","2020-11-01",1.4
"SEX AND LOVE",7,2,"Enrique Iglesias","2016-04-18",3.5
"Singh Is Kinng",7,1,"Snoop Dogg","2019-04-24",7
"Skechers",7,1,"DripReport","2020-02-09",7
"Starseed",7,5,"Blaccmass","2020-12-08",1.4
"Stories From Far Away On Piano",7,2,"James Heather","2019-09-26",3.5
"Sweetwater",7,5,"Sweetwater","2020-09-24",1.4
"Swimming Pools (Drank)",7,2,"Kendrick Lamar","2020-07-26",3.5
"Symphonic Live",7,4,"Yes","2020-09-18",1.75
"Tanu Weds Manu",7,1,"Lehmber Hussainpuri","2020-07-20",7
"The Beach Boys' Christmas Album",7,2,"The Beach Boys","2022-09-09",3.5
"The Blacker The Berry",7,1,"Kendrick Lamar","2017-06-22",7
"The Essential Journey",7,4,"Journey","2017-09-22",1.75
"The Slim Shady LP",7,1,"Eminem","2018-01-24",7
"The Sun's Tirade",7,2,"Isaiah Rashad","2019-05-28",3.5
"The Voice of the Heroes",7,3,"Lil Baby","2021-06-04",2.33333333333333
"The Wall",7,1,"Pink Floyd","2018-08-19",7
"They Might've Even Loved Me",7,1,"NoMBe","2022-05-04",7
"Thick as a Brick",7,2,"Jethro Tull","2020-03-04",3.5
"Tickets To My Downfall",7,2,"Machine Gun Kelly","2021-02-11",3.5
"Top",7,1,"YoungBoy Never Broke Again","2022-01-08",7
"Upside Down",7,1,"Jack Johnson","2019-05-02",7
"We Rise",7,1,"San Holo","2018-01-08",7
"We The Best Forever",7,1,"DJ Khaled","2018-04-23",7
"Wild West",7,2,"Central Cee","2021-10-05",3.5
"Wildest Dreams",7,1,"Majid Jordan","2022-07-12",7
"Young, Wild & Free (feat. Bruno Mars)",7,1,"Snoop Dogg","2022-04-27",7
"2+2+1=",6,1,"The Ponderosa Twins Plus One","2022-09-29",6
"800 BC",6,1,"Fivio Foreign","2021-04-27",6
"99.9%",6,2,"KAYTRANADA","2022-01-07",3
"A Friendly Warmth",6,6,"tender spring","2021-12-09",1
"After The Rain",6,3,"Max Swan","2019-09-26",2
"Apocalypse",6,5,"Thundercat","2022-08-18",1.2
"BACK IN ACTION 3.0",6,1,"midwxst","2022-09-16",6
"BOOMIVERSE",6,1,"Big Boi","2018-01-29",6
"Back In The U.S.",6,1,"Paul McCartney","2019-01-29",6
"Bandit (with YoungBoy Never Broke Again)",6,1,"Juice WRLD","2019-10-25",6
"Best Day Ever (5th Anniversary Remastered Edition)",6,2,"Mac Miller","2021-06-01",3
"Best of Volume 1",6,1,"Van Halen","2021-08-16",6
"Blueberry Faygo",6,1,"Lil Mosey","2020-03-05",6
"Breakfast In America",6,4,"Supertramp","2020-10-18",1.5
"CHASE",6,2,"Aaron May","2020-12-06",3
"CONVERSATIONS",6,1,"Aries","2021-03-03",6
"California 37",6,1,"Train","2020-01-14",6
"Cilvia Demo",6,3,"Isaiah Rashad","2021-05-07",2
"Cozy Winter",6,6,"Purrple Cat","2021-12-09",1
"Cutting Ties",6,1,"6LACK","2018-05-12",6
"DAYTONA",6,2,"Pusha T","2018-06-22",3
"DHL",6,1,"Frank Ocean","2021-09-02",6
"Destined 2 Win",6,2,"Lil Tjay","2021-11-12",3
"DiCaprio 2",6,3,"JID","2019-07-21",2
"Dressed To Kill",6,1,"KISS","2019-11-24",6
"FaCE CaRD",6,1,"Lorey","2022-01-25",6
"Forever Ago",6,6,"Hoogway","2021-12-09",1
"Free TC",6,3,"Ty Dolla $ign","2017-12-21",2
"GD Anthem",6,1,"Rooga","2021-08-27",6
"Gentleman",6,1,"SL","2020-10-27",6
"Get You - Single",6,1,"Daniel Caesar","2020-11-28",6
"Gratitude",6,2,"Melanie Adler","2019-09-26",3
"Hot N*gga",6,1,"Bobby Shmurda","2019-11-24",6
"Hymn",6,1,"Carl Stark Willgold","2019-09-26",6
"I Don't Speak The Language",6,1,"Matthew Wilder","2020-03-03",6
"In The Lonely Hour",6,2,"Sam Smith","2018-02-27",3
"Jesus Is Born",6,5,"Sunday Service Choir","2019-12-25",1.2
"Jesus Is The One (I Got Depression)",6,1,"Zack Fox","2021-05-31",6
"Leave Me Alone",6,1,"Flipp Dinero","2019-06-21",6
"Leftoverture",6,1,"Kansas","2022-01-21",6
"Limbo",6,5,"Amine","2020-11-27",1.2
"Melly vs. Melvin",6,2,"YNW Melly","2019-12-14",3
"Mistakes Were Made",6,6,"Mome Boys","2022-12-09",1
"Moth To A Flame",6,1,"Swedish House Mafia","2021-10-27",6
"Nail Tech",6,1,"Jack Harlow","2022-02-18",6
"Novacane",6,1,"Frank Ocean","2020-08-25",6
"Nowadays (feat. Landon Cube)",6,1,"Lil Skies","2018-04-08",6
"Only The Family - Lil Durk Presents: Loyal Bros",6,3,"Only The Family","2022-01-30",2
"Over It",6,2,"Summer Walker","2020-11-12",3
"PARTYMOBILE",6,3,"PARTYNEXTDOOR","2020-08-04",2
"Pearly White",6,1,"Adam Fincher","2019-09-26",6
"Planet Pit",6,2,"Pitbull","2016-04-24",3
"Prehension",6,2,"Joep Beving","2019-09-26",3
"Preludium",6,1,"Robin Bennich","2019-09-26",6
"RFGL",6,1,"whiterosemoxie","2022-06-17",6
"Rain",6,1,"Aitch","2020-07-09",6
"Rituals",6,5,"Living Room","2021-04-22",1.2
"Sleigh Ride",6,1,"The Ronettes","2021-11-01",6
"Spirit",6,2,"Adam Counts","2017-09-14",3
"Still New York (feat. Joey Bada$$)",6,1,"MAX","2019-01-14",6
"Sublime",6,3,"Sublime","2020-12-05",2
"Talk Dirty",6,1,"Jason Derulo","2019-07-05",6
"The Album",6,1,"ABBA","2019-02-04",6
"The Beautiful & Damned",6,2,"G-Eazy","2018-06-19",3
"The Boogie House Tapes Volume Three (Original Recording Remastered)",6,2,"Canned Heat","2020-10-03",3
"The Eminem Show",6,3,"Eminem","2018-10-03",2
"The Golden Age of Apocalypse",6,3,"Thundercat","2022-08-18",2
"The Highlights",6,2,"The Weeknd","2021-02-11",3
"The Ringmaster",6,1,"Bakermat","2022-11-05",6
"The Thrill Of It All",6,4,"Sam Smith","2017-11-12",1.5
"The Very Best Of",6,1,"UB40","2022-09-16",6
"The Weekend",6,1,"SZA","2022-05-18",6
"Unpeeled",6,5,"Cage The Elephant","2022-02-11",1.2
"Venice",6,1,"Anderson .Paak","2022-01-21",6
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne)",6,1,"Jack Harlow","2020-07-04",6
"Whippin (feat. Felix Snow)",6,1,"Kiiara","2017-12-21",6
"Wiped Out!",6,4,"The Neighbourhood","2019-01-24",1.5
"Ziplock / Rich Don't Stop",6,1,"Saba","2021-04-29",6
"evermore",6,1,"Taylor Swift","2020-12-26",6
"love you two",6,6,"kudo","2021-12-09",1
"!",5,1,"Trippie Redd","2019-12-12",5
"19",5,2,"Zoe de Vera","2019-09-27",2.5
"20th Century Masters: The Millennium Collection: Best Of Richie Havens",5,4,"Richie Havens","2020-09-23",1.25
"25",5,2,"Adele","2017-09-14",2.5
"7/27",5,1,"Fifth Harmony","2018-02-20",5
"A Letter Home",5,1,"Berlioz","2019-09-26",5
"A Letter To My Younger Self",5,2,"Quinn XCII","2022-04-12",2.5
"A Song For Every Moon",5,2,"Bruno Major","2019-01-23",2.5
"A une passante",5,1,"Libor Kolman","2019-09-26",5
"A-Team",5,1,"Travis Scott","2018-02-27",5
"Acid Rap",5,2,"Chance the Rapper","2020-12-06",2.5
"Across the river",5,1,"Eoin Henderson","2019-09-26",5
"Ages Ago",5,5,"Flovry","2021-12-09",1
"Animal",5,1,"Kesha","2022-02-18",5
"Apricot Princess",5,3,"Rex Orange County","2019-01-23",1.66666666666667
"Artist",5,1,"A Boogie Wit da Hoodie","2020-07-23",5
"Awakening",5,1,"Otto Wahl","2019-09-26",5
"Baby Slow Down",5,1,"Ferreck Dawn","2016-04-18",5
"Bach Reworks",5,1,"Vikingur Olafsson","2019-09-26",5
"Bake Sale (feat. Travis Scott)",5,1,"Wiz Khalifa","2022-04-27",5
"Bang 3",5,2,"Chief Keef","2022-04-27",2.5
"Bare",5,1,"Rosie Carney","2019-09-26",5
"Bartier Bounty",5,1,"Sada Baby","2022-03-27",5
"Bayou Country",5,4,"Creedence Clearwater Revival","2020-09-29",1.25
"Beauty In All Forms",5,5,"Hoogway","2021-12-09",1
"Bedtime Stories Pt. 3",5,4,"brillion.","2021-04-22",1.25
"Before It's Late",5,4,"Hevi","2021-12-09",1.25
"Before You Go",5,5,"Jhove","2021-12-09",1
"Bill Israel",5,1,"Kodak Black","2020-11-14",5
"Bohemian Rhapsody",5,4,"Queen","2018-11-24",1.25
"Born to Be",5,4,"Melanie","2020-09-25",1.25
"CHAOS NOW*",5,5,"Jean Dawson","2022-11-04",1
"CTV2",5,2,"Jaden","2018-02-19",2.5
"Carry On",5,1,"Novo Talos","2019-09-26",5
"Castor / Pollux",5,1,"S.A. Karl","2019-09-26",5
"Chasing Summer",5,3,"SiR","2020-11-22",1.66666666666667
"Child Is Father To The Man",5,3,"Blood, Sweat & Tears","2020-10-21",1.66666666666667
"Christmas",5,4,"Michael Buble","2020-11-06",1.25
"Closing In On Reality",5,1,"Once Proven","2019-09-26",5
"Cooler Than Me EP",5,1,"Mike Posner","2019-11-09",5
"Creatures of the Deep",5,1,"Robert Haigh","2019-09-26",5
"DJ Got Us Fallin' In Love",5,1,"Usher","2017-10-01",5
"DROPPED OUTTA COLLEGE",5,3,"24kGoldn","2019-12-14",1.66666666666667
"Day in the Life",5,1,"Central Cee","2021-09-19",5
"Dear Sleep",5,1,"Johannes Bornlof","2019-09-26",5
"Den kvallen jag sag dig",5,1,"Maya Astrom","2019-09-26",5
"Detroit 2",5,2,"Big Sean","2020-09-04",2.5
"Divas Live",5,5,"Aretha Franklin","2020-06-15",1
"Don't Start Now",5,1,"Dua Lipa","2020-02-18",5
"Double Platinum",5,1,"KISS","2019-11-24",5
"Enno Aare",5,1,"Enno Aare","2019-09-26",5
"Everybody Dies",5,1,"Logic","2018-09-07",5
"Faded Dreams",5,1,"Aaron Lansing","2019-09-26",5
"Featuring Ty Dolla $ign",5,2,"Ty Dolla $ign","2020-11-22",2.5
"Fernweh",5,1,"Heike Blau","2019-09-26",5
"Fields",5,1,"Kylian Rebour","2019-09-26",5
"Folk Dances",5,1,"Martin Greenbaum","2019-09-26",5
"Forrester",5,1,"Adam Fincher","2019-09-26",5
"Freaky Friday (feat. Chris Brown)",5,1,"Lil Dicky","2018-03-23",5
"Gemini Rights",5,1,"Steve Lacy","2022-10-24",5
"Goblin",5,3,"Tyler, The Creator","2020-01-04",1.66666666666667
"Grace",5,1,"Sophie Hutchings","2019-09-26",5
"Head In The Clouds",5,2,"88rising","2019-08-06",2.5
"Head Up High",5,2,"FITZ","2021-06-20",2.5
"Hot (Remix) [feat. Gunna and Travis Scott]",5,1,"Young Thug","2019-12-16",5
"Hurricane",5,1,"Kanye West","2021-10-08",5
"Hvalezni",5,1,"Valbona Ceferin","2019-09-26",5
"I Told You",5,3,"Tory Lanez","2020-11-22",1.66666666666667
"Ichiru",5,1,"Daigo Hanada","2019-09-26",5
"In My Mind",5,1,"BJ The Chicago Kid","2022-01-22",5
"In My Room",5,1,"Frank Ocean","2020-08-15",5
"Interconnectivity",5,1,"Sigri?ur","2019-09-26",5
"Isonzo",5,1,"Davorka Poljak","2019-09-26",5
"Je M'appelle",5,1,"Benzz","2022-05-21",5
"Kashmir Ki Kali (Original Motion Picture Soundtrack)",5,1,"Asha Bhosle","2020-09-18",5
"Keys",5,1,"Nils Frahm","2019-09-26",5
"Lato",5,1,"Aleksy Wysocki","2019-09-26",5
"Leave Me",5,1,"Dimitri Stockl","2019-09-26",5
"Limerence",5,1,"Minik Jakobsen","2019-09-26",5
"Listen Again",5,2,"David Guetta","2016-04-20",2.5
"Look At Me!",5,1,"XXXTENTACION","2017-06-29",5
"Lucida",5,1,"Odin Sorlie","2019-09-27",5
"Magic",5,2,"Lil Skies","2020-03-08",2.5
"Masterworks Lata Mangeshkar",5,5,"Lata Mangeshkar","2021-02-13",1
"Meadow Mornings",5,1,"Samuel Lindon","2019-09-26",5
"Mercy",5,1,"Kanye West","2019-12-12",5
"Mid-Life",5,1,"Mia Strass","2019-09-26",5
"Mountain",5,5,"Mountain","2020-10-04",1
"Mutombo",5,1,"Dwn2earth","2021-08-27",5
"New Beginnings",5,1,"REASON","2022-06-12",5
"Norrsken",5,1,"Karin Borg","2019-09-26",5
"Nos Annees Troubles",5,1,"Ozymandias","2019-09-26",5
"Nothing Happens",5,4,"Wallows","2021-07-28",1.25
"Nudy Land",5,1,"Young Nudy","2021-04-30",5
"Numbers",5,3,"Larry June","2020-07-28",1.66666666666667
"O.M.M.I.O 2",5,1,"RJMrLA","2021-08-25",5
"OPEN A WINDOW (feat. Tyler, The Creator)",5,1,"Rex Orange County","2022-03-09",5
"Oblivion",5,3,"T-Pain","2021-04-22",1.66666666666667
"October",5,1,"Regina Mira","2019-09-26",5
"PIRATE RADIO*",5,1,"Jean Dawson","2022-10-10",5
"Petit a petit, l'oiseau fait son nid",5,1,"Claire Pinette","2019-09-26",5
"Piano Works, Vol. 3",5,1,"Sebastian Zawadzki","2019-09-26",5
"Pino",5,1,"Otto A. Totland","2019-09-26",5
"Pixel Bath",5,4,"Jean Dawson","2022-10-10",1.25
"Pricele$$",5,2,"Birdman","2019-01-08",2.5
"Pursuit Of Happiness",5,1,"Kid Cudi","2020-11-03",5
"Quality Control: Control The Streets Volume 2",5,4,"Quality Control","2019-08-16",1.25
"Quiet resource",5,1,"Evelyn Stein","2019-09-27",5
"Remembrance",5,1,"Jen Libby","2019-09-26",5
"Resilient",5,1,"Robin Bennich","2019-09-26",5
"Retro Colors",5,5,"trxxshed","2021-04-22",1
"Reul",5,1,"Plinki Plonki","2019-09-26",5
"SEPT 5TH",5,5,"dvsn","2019-07-06",1
"Saara India",5,1,"Aastha Gill","2019-09-10",5
"Selected Works",5,1,"Bruno Bavota","2019-09-26",5
"Sinestesia",5,1,"Lionel Scardino","2019-09-26",5
"Sketches",5,1,"Poppy Ackroyd","2019-09-26",5
"Snow",5,1,"Agni Bjark","2019-09-26",5
"Solipsism",5,1,"Joep Beving","2019-09-26",5
"Song for A",5,1,"Charlie Key","2019-09-26",5
"Songs From The Big Chair",5,1,"Tears For Fears","2019-10-22",5
"South",5,1,"Hippo Campus","2022-05-20",5
"Speak Now",5,4,"Taylor Swift","2017-11-11",1.25
"Staircase Sonata",5,1,"Gabriel Olafs","2019-09-26",5
"Stay In The Dark",5,1,"Lambert","2019-09-26",5
"Summertime '06",5,2,"Vince Staples","2021-09-11",2.5
"Summertime Sadness [Lana Del Rey vs. Cedric Gervais]",5,1,"Lana Del Rey","2016-04-18",5
"Sweet Caroline",5,1,"Neil Diamond","2017-10-25",5
"Sweetest Dreams",5,1,"Eamonn Watt","2019-09-26",5
"Taboo",5,1,"Max Richter","2019-09-26",5
"Take Me Home (feat. Bebe Rexha)",5,1,"Cash Cash","2016-05-01",5
"Take Me Somewhere Else",5,1,"Eik Octobre","2019-09-26",5
"The Andy Williams Christmas Album",5,1,"Andy Williams","2021-11-01",5
"The Arcadian Wild",5,1,"The Arcadian Wild","2019-09-26",5
"The Best Of Canned Heat",5,2,"Canned Heat","2020-10-01",2.5
"The Big Pescado",5,1,"Berner","2019-04-12",5
"The Dawn Sang Along",5,1,"The Little Ones","2016-04-19",5
"The Nomad",5,1,"Koral Banko","2019-09-26",5
