"Song","Artist","Plays","First Listen","ID"
"Dance Now (with Kenny Mason)","JID",69,2022-08-10,"6EqF11d0EPJwVynLXu3gvY"
"First","Cold War Kids",69,2020-12-09,"3omXshBamrREltcf24gYDC"
"Pull Up","KSI",69,2019-06-08,"2zomOrcP6peq11Zr13DRQT"
"Skyline","Khalid",69,2022-05-04,"1QxIFMs4M8qd5cbJJu80v4"
"Superheroes","The Script",69,2020-03-29,"37sINbJZcFdHFAsVNsPq1i"
"Surround Sound (feat. 21 Savage & Baby Tate)","JID",69,2022-01-16,"0cp97b37sFNsdIbQH6po3T"
"Don't - Rick Ross Remix","Ed Sheeran",68,2022-01-01,"49WNdS1zw5NjaqMNEARcWO"
"Enemies","The Score",68,2022-01-14,"5g9I9uYUcbvtkAuZXjqGfP"
"Love Me","Lil Tecca",68,2019-08-01,"7Aem1fAapTdGcHwAYyQYU4"
"MONTERO (Call Me By Your Name)","Lil Nas X",68,2021-03-30,"3BZEcbdtXQSo7OrvKRJ6mb"
"VIBEZ","DaBaby",68,2019-10-01,"0fySG6A6qLE8IvDpayb5bM"
"Want You (feat. Miranda Glory)","Rynx",68,2019-12-24,"3VBcTyCvsmOQ4OLddPkrqp"
"Hopeless","Khalid",67,2017-12-11,"3JTtZUOiZljuWbNiasfHB6"
"I Miss The Days","NF",67,2019-07-26,"3ebfDw8WEbf0DxGh47R2lo"
"If I Lose Myself - Alesso vs OneRepublic","OneRepublic",67,2020-12-10,"1hZk9dktp4yRFTm0TrycuH"
"Irresistible","Fall Out Boy",67,2019-02-02,"3znPiywA0q1VK2jgAZFDoI"
"Never Enough","Rex Orange County",67,2019-06-29,"2d1VRB0OXkwtMu0OKsxXDW"
"Nothin' on You (feat. Bruno Mars)","B.o.B",67,2019-04-13,"59dLtGBS26x7kc0rHbaPrq"
"Old Town Road - Remix","Lil Nas X",67,2019-07-12,"2YpeDb67231RjR0MgVLzsG"
"Once A Day","Mac Miller",67,2020-01-17,"26G5nmIx7Yvq79bIIluyZV"
"Ophelia","The Lumineers",67,2020-07-29,"3d8y0t70g7hw2FOWl9Z4Fm"
"Scared Of Love (with instrumental by Ghost Loft)","Juice WRLD",67,2019-01-23,"49QVOdWgGagzLrThkIqtK6"
"We Found Love","Rihanna",67,2020-01-29,"6qn9YLKt13AGvpq9jfO8py"
"Worldwide","Big Time Rush",67,2018-07-21,"18vVJsD68uh386vlZWwO3d"
"hot girl bummer","blackbear",67,2019-10-14,"2mt1IqcFyY1zmYZT8Q3xw9"
"Famous","Octavian",66,2020-09-07,"4fRLdKddgF9HlNqOqLAUWl"
"Heaven To Me (feat. Alex Clare)","Don Diablo",66,2020-12-20,"0OcAPWLoSQU6sYOWnYfQ1x"
"Motley Crew","Post Malone",66,2021-07-09,"40uMIn2zJLAQhNXghRjBed"
"Stay For A While","iann dior",66,2019-11-17,"2AbKro51mAUu7KePC6OkEF"
"When in Rome","Mac Miller",66,2019-01-02,"4lIVN4LUJCmweoGJmk6hK9"
"Young Volcanoes","Fall Out Boy",66,2021-03-02,"3nSiB5WCF2pmRQrYSsteHv"
"3 Nights","Dominic Fike",65,2019-11-17,"0uI7yAKUf52Cn7y3sYyjiX"
"All Of Me (feat. Travis Barker)","The Score",65,2020-11-02,"0CYGfkshuWIKLkBBN4dkYF"
"Distracted Youth","Quinn XCII",65,2021-03-05,"3jjXUFDKTWVSUNi8xFI8Y5"
"Hold Me While You Wait","Lewis Capaldi",65,2019-08-04,"60iSKGrGazRzICtMjADNSM"
"Money and the Power","Kid Ink",65,2021-04-13,"20j9HwjFfdgYc5JBovDxLR"
"NO FUN","Joji",65,2019-09-03,"4sbtM9ORGwmxGkXfctXbJq"
"The Mack","Nevada",65,2021-06-03,"2fUZ3aMp8amSaV0mp8s6rQ"
"All Bad (feat. Lil Uzi Vert)","Future",64,2020-05-20,"021lWIHJrURZrmvYQ1xcM8"
"Brand Name","Mac Miller",64,2019-12-10,"6ulzLZnp6Y2TVLh1inckeJ"
"Freaks - Radio Edit","Timmy Trumpet",64,2020-02-01,"4f3NHOxgC8Bg21IJBg4cZ3"
"Make You Mine","PUBLIC",64,2019-11-15,"5iFwAOB2TFkPJk8sMlxP8g"
"Windows Down","Big Time Rush",64,2020-07-06,"3oLXQgbcC34Oo4gFHCeTmi"
"1-800-273-8255","Logic",63,2017-09-12,"5tz69p7tJuGPeMGwNTxYuV"
"Album of the Year - Freestyle","J. Cole",63,2018-08-26,"6rDaCGqcQB1urhpCrrD599"
"Body (Remix) - feat. Jack Harlow","Tion Wayne",63,2021-05-24,"3bAHX6bcQnRgEdz6xlEmH8"
"Change","NF",63,2019-07-26,"4cBlIM5AjnQ74f52Dv7T5K"
"I'm Your Wreck","Mt. Joy",63,2021-03-25,"7MzKYpIU3wozsFJDOmI8Es"
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","24kGoldn",63,2020-11-06,"6FuGJB290AQMAHTfjOYVaK"
"Thoughts from a Balcony","Mac Miller",63,2020-05-04,"79VMlcpvgHkxz0xwsTfc9d"
"Walking On A Dream","Empire of the Sun",63,2022-04-27,"5r5cp9IpziiIsR6b93vcnQ"
"Emotionally Scarred","Lil Baby",62,2020-02-28,"7ge7BHazYbVKi8qyZUX1Bm"
"Heaven Falls / Fall on Me","Surfaces",62,2019-11-17,"7yHqOZfsXYlicyoMt62yC6"
"Nowadays Pt. 2 (feat. Landon Cube)","Lil Skies",62,2020-04-12,"0Goo25lbtpwor5vb0K2r21"
"Senior Skip Day","Mac Miller",62,2020-04-29,"6vVftwBiIaM9xDVZhSwTCJ"
"Shady","Alfie Templeman",62,2021-06-08,"26KuSHCmvudqBt0U9sJBjY"
"Sum 2 Prove","Lil Baby",62,2020-07-12,"2u3EyuCqqV31woqGvO9LBz"
"This Is America","Childish Gambino",62,2018-07-05,"0b9oOr2ZgvyQu88wzixux9"
"D4L","Future",61,2020-05-01,"5fHrHoJKfCgBd35zwIBmUK"
"Fight Night","Migos",61,2020-09-26,"2n5gVJ9fzeX2SSWlLQuyS9"
"High Hopes (feat. Omar Apollo)","Joji",61,2020-09-25,"5dl8x4xLEzZC0f927WBTUG"
"Love Lost","Mac Miller",61,2022-07-22,"0N9C80kcgL0xXGduKnYKWi"
"Rollin' (feat. Frisco)","Shakka",61,2018-05-08,"0UvtpHJIvFGuCgJ9rV95Qe"
"Stop the Madness (feat. Gunna)","Lil Skies",61,2020-04-12,"6PXhPHhZy1MpxuTNA1Ad4L"
"Thunder","Imagine Dragons",61,2017-09-11,"5VnDkUNyX6u5Sk0yZiP8XB"
"Adrenaline","Lauv",60,2019-11-18,"4nxMHRNNfrOZWg8NAKXnV8"
"Celebrate (feat. Rich Homie Quan)","DaBaby",60,2019-09-06,"7uxbabRF4omY1MhmIgaZ6Y"
"Natural","Imagine Dragons",60,2018-08-28,"4zIO3ilp5HvTeK3HJHxhMP"
"Real Ties","Lil Skies",60,2019-01-21,"0Qd2KYCmwGYiTF3A0opS6b"
"5% TINT","Travis Scott",59,2018-08-03,"11kDth1aKUEUMq9r1pqyds"
"All In","Lil Baby",59,2020-04-24,"1ZRjLZcNTm1vUgrexBp3px"
"Dreams and Nightmares","Meek Mill",59,2020-01-03,"42zd6DYQ4o4SECmTITrM1U"
"Flare Guns","Quinn XCII",59,2019-06-22,"7cM9Kqto11iJpY2RwgVJSq"
"Home","Edward Sharpe & The Magnetic Zeros",59,2020-12-09,"7w5cxTEzp1rfV3KCy0Bd5N"
"Jump (feat. Gizzle)","Lupe Fiasco",59,2018-07-05,"51gbF0SxTmxgAguiWWUXPu"
"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",59,2020-06-28,"2eAZfqOm4EnOF9VvN50Tyc"
"Time - Edit","NF",59,2019-07-13,"68Vm2W4oURsPV3121vUZgB"
"Don't Throw Out My Legos","AJR",58,2019-05-12,"61vlvG3pr4djrXPtHPdXII"
"Lettuce Sandwich","Lil Skies",58,2020-05-12,"4hnPw0BbVyoI1abKJZPSaS"
"Light It Up - Remix","Major Lazer",58,2020-06-29,"500mvzh7TRZ0YdnVeHhj8b"
"No Idea","Don Toliver",58,2020-08-21,"7AzlLxHn24DxjgQX73F9fU"
"Obvious","HARBOUR",58,2022-02-27,"3MfF2ZcckNRhVNkwk4PLM0"
"Spoil My Night (feat. Swae Lee)","Post Malone",58,2018-04-27,"5VuxWXbt7XENQCtE9TzpTv"
"Watermelon Sugar","Harry Styles",58,2019-12-22,"6UelLqGlWMcVH1E5c4H7lY"
"seaside_demo","SEB",58,2021-05-24,"73M0rMVx5CWE8M4uATSsto"
"94 Bentley","SAINt JHN",57,2020-06-04,"691df0fYjhhszUgQH3FGvP"
"Battle Scars (with Guy Sebastian)","Lupe Fiasco",57,2018-07-05,"1hWYT0w2R0J19rlVkiez7X"
"Can You Hear Me Now","The Score",57,2020-10-16,"027qrQMWGsHo13amwdaBkI"
"Everybody Talks","Neon Trees",57,2019-11-17,"2iUmqdfGZcHIhS3b9E9EWq"
"Film Scene Daydream","Alfie Templeman",57,2021-06-08,"50DeaEmRXG4sRuryKQEgyH"
"Hello (feat. Dragonette)","Martin Solveig",57,2021-01-11,"3sl4dcqSwxHVnLfqwF2jly"
"Miracle","The Score",57,2018-08-13,"6A6PDawvZIfnJHW40sBHzz"
"Name in the Sand","Lil Skies",57,2020-04-12,"11p2ty4w5GpoFL4vcK0Cru"
"One Dance","Drake",57,2017-12-25,"12VWzyPDBCc8fqeWCAfNwR"
"Skateboard P (feat. Big Sean)","MadeinTYO",57,2018-11-26,"07pJdL0L9XDGW0HBj0rIS2"
"Unbothered","Ski Mask The Slump God",57,2020-07-22,"5hwUsRKvnO5yThjVrxHQVt"
"Welcome to the Rodeo","Lil Skies",57,2020-05-13,"5GpAhJpbHvUi6gY6RG15Ze"
"Youngblood","5 Seconds of Summer",57,2018-06-02,"55S2PQgSMYAhgoTCcGCDfw"
"Arizona (feat. AUGUST 08)","Rich Brian",56,2018-02-02,"3q0UN40vV6mI7TT560Ry5l"
"Baiana","Bakermat",56,2020-12-10,"3iCO0ZekWPK6rmLnDjejLB"
"Best Day Ever","Mac Miller",56,2020-04-18,"56XhZKFVFeylLeAELp6pdE"
"Landed","Drake",56,2020-05-01,"0y7NZkFE2vSlISSWOKs7FY"
"Pompeii","Bastille",56,2020-03-29,"3gbBpTdY8lnQwqxNCcf795"
"Want You","Rynx",56,2019-08-07,"3VbefLNINNUwFEYDg99TOk"
"What I've Done","Linkin Park",56,2022-04-25,"18lR4BzEs7e3qzc0KVkTpU"
"worldstar money (interlude)","Joji",56,2020-12-15,"0baNzeUcPQnQSagpe8T0mD"
"Automatic","Jack Harlow",55,2020-08-14,"4t6PoAHfGZ1cV90DiObtWx"
"Beautiful Girls","Sean Kingston",55,2020-03-29,"1hGy2eLcmC8eKx7qr1tOqx"
"Caroline","Briston Maroney",55,2021-03-12,"3S5mohVxC0Xuj0tgZ7vU7g"
"Comeback","The Score",55,2020-10-17,"210LCSEDrfpwRNElG2vQ1X"
"Don't Mind If I Do","Mac Miller",55,2020-04-29,"5p2wzL0TEegwXc2v3vFbnb"
"Fire","The Score",55,2020-10-16,"3NjnjF26CQer9yRTNDfvqQ"
"Floating","Mac Miller",55,2020-03-19,"7BCzMKLKQwVSLtZcDGJTJt"
"Hall of Fame (feat. will.i.am)","The Script",55,2019-11-15,"1X1DWw2pcNZ8zSub3uhlNz"
"High School Reunion","SAINt JHN",55,2020-06-23,"5V661n1cACWE2O9gKlm5JW"
"I Can See","Mac Miller",55,2020-01-17,"3R8CyhJfVjvgIROd5RSGhQ"
"My Songs Know What You Did In The Dark (Light Em Up)","Fall Out Boy",55,2019-08-13,"7s0lDK7y3XLmI7tcsRAbW0"
"Nikes On My Feet","Mac Miller",55,2020-04-30,"29GefKRTSVW3ag4Xegm8jP"
"One Kiss (with Dua Lipa)","Calvin Harris",55,2022-06-06,"7ef4DlsgrMEH11cDZd32M6"
"SO DONE","The Kid LAROI",55,2020-10-23,"3qgPpwtuRu5oP8EtFSj8HE"
"Wolves (feat. Post Malone)","Big Sean",55,2020-09-04,"33gwZOGJWEZ7dRWPqPxBEZ"
"100 Bad Days","AJR",54,2019-05-12,"17FK4etx1u2NK60cptINMS"
"Carbonated Water","Ski Mask The Slump God",54,2019-11-01,"4HPTladgOGcGzleMR3I0FK"
"Changing of the Seasons","Two Door Cinema Club",54,2020-12-09,"3KL3eFVpAVW36M9YrK2Zrk"
"Ho Hey","The Lumineers",54,2020-06-30,"0W4Kpfp1w2xkY3PrV714B7"
"I'm Not Alright","Loud Luxury",54,2021-06-06,"7fcEMgPlojD0LzPHwMsoic"
"Out Of Love (feat. Internet Money)","Lil Tecca",54,2020-04-17,"7rTzrRdc5UbvLr0gwI1J3E"
"Perfecto","Mac Miller",54,2019-12-10,"0Xcy81PsJCOO6mhLZaQyQ4"
"Soul Food II","Logic",54,2020-08-23,"7e0nXDIIa6hFqI4HmuanLP"
"Sunday Candy","Nico Segal",54,2018-11-01,"6fTdcGsjxlAD9PSkoPaLMX"
"ATTENTION","Joji",53,2020-12-14,"5aqu5xhPqoOWqF71PkfgM8"
"Already Best Friends (feat. Chris Brown)","Jack Harlow",53,2020-12-11,"4RKJRRd4VJfZWiqQTYsleE"
"Anything Can Happen (feat. Meek Mill)","SAINt JHN",53,2020-02-03,"1G54pa1a2jZQmOpTHh4nht"
"Breakout","The Score",53,2020-10-17,"3iggJgHBTsiem0we1hkMmb"
"Hideaway","Alfie Templeman",53,2021-06-15,"4ntfQjg50AfQZvO5l3P78J"
"I've Been Waiting","Briston Maroney",53,2021-03-12,"7MD42gJ549LHT3VvbfY5A3"
"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix","Future",53,2020-05-16,"4Qd0pa3JO76UEwhos9JmN0"
"On And On","The Score",53,2021-03-04,"65Ce0h4SA18GuH6nuI1QWe"
"Snooze","Mac Miller",53,2020-04-18,"0Udh7pNSlNUx8XUwjxa66P"
"Sober","G-Eazy",53,2017-12-15,"3qk4wRMDlaeagZGjSYbsOV"
"Stay","The Score",53,2019-09-27,"4y2a8Gi924VQXgHdZQlXQd"
"Boyfriend","COIN",52,2022-05-16,"15jIpgBlSbxsPVsKPNYkNp"
"CAN'T SAY","Travis Scott",52,2018-08-03,"27a1mYSG5tYg7dmEjWBcmL"
"Hell Yeah","HARBOUR",52,2022-02-27,"5n2PHWegP5oIKf8OBnAV80"
"New Patek","Lil Uzi Vert",52,2018-09-28,"0Fpen1PTuEnCmOJtUU9Iud"
"T-Shirt Weather","Circa Waves",52,2022-05-31,"1gR9y60Vr70iUtfC61JIXH"
"The Kids Aren't Alright","Fall Out Boy",52,2021-03-02,"3x7NGlfDKQYN2wnwEnL7r9"
"White Walls (feat. ScHoolboy Q & Hollis)","Macklemore & Ryan Lewis",52,2021-01-10,"1MFD6gdVDjFFMM8ItH9ZhI"
"trademark usa","Baby Keem",52,2021-12-22,"15hJmqqEtASVXl6sM7i4UF"
"Cap (feat. Offset)","KSI",51,2020-05-22,"73tojGwODD2bToAVsol9oW"
"Everybody","Mac Miller",51,2020-01-17,"1OuN92HcVG6NVpWbeESNB3"
"Gallows (feat. Jamie N Commons)","The Score",51,2020-10-17,"20jNAwfYmyUCLqNXZZpzrj"
"Peach Jam","88rising",51,2021-03-30,"6dktyiCWz2JYGmcPQ5D5dY"
"Something Just Like This","The Chainsmokers",51,2019-03-25,"6RUKPb4LETWmmr3iAEQktW"
"Big Night","Big Time Rush",50,2018-07-22,"3mTyzSoSqh6KJj9p88WHaY"
"Break the Law","Mac Miller",50,2020-08-18,"7qfur8OfEOABgenV3Wf0JK"
"Kill The Lights (with Nile Rodgers) - Audien Remix","Alex Newell",50,2019-01-26,"4iCKHGl4ij4YMwFrUZLGEQ"
"Levels - Radio Edit","Avicii",50,2020-02-01,"5UqCQaDshqbIk3pkhy4Pjg"
"Splash","Ty James",50,2021-01-18,"04FG3jfxbSViVX9GYItO4n"
"Sweet Nothing (feat. Florence Welch)","Calvin Harris",50,2021-06-21,"24LS4lQShWyixJ0ZrJXfJ5"
"The Ways (with Swae Lee)","Khalid",50,2018-02-18,"5jyyPsIGM2yqkZN9R3TmvN"
"Thunderclouds (feat. Sia, Diplo, and Labrinth)","Sia",50,2020-12-10,"4lJNen4SMTIJMahALc3DcB"
"Tommy Lee (feat. SAINt JHN & Post Malone) - Remix","Tyla Yaweh",50,2020-08-28,"4Rq2BMG5VWMhb2whSx8bf4"
"Fake ID","The Academic",49,2021-06-03,"6vnNXVvabxMf3Ewyid5fEj"
"Goodie Bag","Still Woozy",49,2020-09-17,"4vHNeBWDQpVCmGbaccrRzi"
"Hey There Delilah","Plain White T's",49,2019-11-15,"4RCWB3V8V0dignt99LZ8vH"
"Old Town Road","Lil Nas X",49,2019-04-09,"53CJANUxooaqGOtdsBTh7O"
"Righteous","Juice WRLD",49,2020-04-24,"5dOxHHMOFAbG3VH23t0xNm"
"So Close","NOTD",49,2021-01-28,"7FjZU7XFs7P9jHI9Z0yRhK"
"Alive","Khalid",48,2019-04-05,"12VqHHz4wvVcnEdSivjLeQ"
"Baxter Avenue","Jack Harlow",48,2020-12-11,"0Gvl1luZaeTgCbVSI2z23D"
"Be Something","Polo G",48,2020-07-13,"65jw6GhwQW3Db55PxlPEpS"
"Best Part","The Score",48,2020-10-17,"40CASSesK4IyM8Ud5sMsdp"
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",48,2021-05-03,"6uvMKqNlrSvcC4NaKnrwjZ"
"Killer (feat. Jack Harlow & Cordae) - Remix","Eminem",48,2021-05-28,"7zl7kehxesNEo2pYkKXTSe"
"SAME THING","The Kid LAROI",48,2020-07-24,"0jtsTHyFUH1p5sBC1J77NV"
"SUNDOWN","Jack Harlow",48,2019-09-12,"0ipgd8PPFza3NNmN3Rn2uF"
"The City (with Quinn XCII)","Louis The Child",48,2021-01-27,"5X3VpTYsESWoh80dMa60jd"
"Bad Liar","Imagine Dragons",47,2018-11-15,"2RSHsoi04658QL5xgQVov3"
"Bailando - English Version","Enrique Iglesias",47,2017-09-13,"1yM7GIEJ2QniupkEHOyp0a"
"Centuries","Fall Out Boy",47,2020-03-30,"04aAxqtGp5pv12UXAg4pkq"
"Golden","The Score",47,2020-10-16,"1NNC8uW0IONRYeJY5Cxkzv"
"WITHOUT YOU","The Kid LAROI",47,2020-12-05,"27OeeYzk6klgBh83TSvGMA"
"A Song About Being Sad","Rex Orange County",46,2019-06-29,"6Jl3ZOX6MUOlyoUc721bsX"
"AOK","Tai Verdes",46,2021-05-06,"1v3Ozpbcx2B926aVW0UuXk"
"Bad Habit","Steve Lacy",46,2022-07-26,"4k6Uh1HXdhtusDW5y8Gbvy"
"COOLER THAN A BITCH (feat. Roddy Ricch)","Gunna",46,2020-05-26,"5LHHKZOwV8XW4LJP2C64mw"
"Dance Now (feat. Kenny Mason)","JID",46,2022-08-26,"6wj7wjtegmkziorQ2tt5Pz"
"Limitless","Logic",46,2019-05-10,"6uS8KevqrhUjVjFZfWxsTh"
"Lost In The Moment","NF",46,2019-02-22,"3qEg6xYffvuvwpq4U6FRrK"
"Love Me Less (feat. Quinn XCII)","MAX",46,2019-08-29,"2tOOcDDYkh0PSjr6GwPEAJ"
"Our Time","Lil Tecca",46,2020-09-18,"2WxUIiq06XXPYWl9YcRJnD"
"Rendezvous","Jack Harlow",46,2020-12-11,"6SdQfCiVae1EXK1pQ6b92o"
"Runaway Kids","HARBOUR",46,2022-05-16,"204N3xuSdqkTdGm21tUwuN"
"The Motto","Drake",46,2021-10-09,"4Kz4RdRCceaA9VgTqBhBfa"
"There's Nothing Holdin' Me Back","Shawn Mendes",46,2019-06-22,"7JJmb5XwzOO8jgpou264Ml"
"Trigger","Major Lazer",46,2020-08-14,"0Z26mbSHJ1dkUu7g9DDgif"
"03' Adolescence","J. Cole",45,2021-02-12,"4txn9qnwK3ILQqv5oq2mO3"
"16","Baby Keem",45,2022-05-31,"1Is8hGpkGMiePASAxBluxM"
"Angels","Khalid",45,2017-12-11,"67kXYrMTQbS7MVbXyGyxHm"
"Are You What You Want to Be?","Foster The People",45,2022-04-12,"3CVPyuuD6HxWXgPbbGqbg6"
"Doin Too Much","Lil Durk",45,2020-05-09,"0wPe80Dk8mZNcho3zUcBCN"
"Going Home","The Score",45,2021-03-04,"0Cz3LgsBXYwe0vM42614Gn"
"Grindin'","NF",45,2019-02-18,"3m6HMeFX6GIlGPMBcLEN6t"
"I Bet My Life","Imagine Dragons",45,2020-03-29,"15DrrIod12Tc2IoMaHiwlQ"
"Oh No!","HARBOUR",45,2022-02-26,"0xA90PgmBZKBWCiUr2R2Q6"
"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",45,2021-03-19,"4iJyoBOLtHqaGxP12qzhQI"
"Robbery","Juice WRLD",45,2019-02-22,"6Hj9jySrnFppAI0sEMCZpJ"
"Santa Cruz","Grant Schaffer",45,2021-01-28,"6Nodop25UUQjD4Ssj49o7G"
"Sucker","Jonas Brothers",45,2019-03-02,"4y3OI86AEP6PQoDE6olYhO"
"Are We Ready? (Wreck)","Two Door Cinema Club",44,2022-04-14,"0loXYu3N98L7vy2lNbYm2t"
"Bad Bitch","No Suits",44,2020-05-20,"6qFsLC5FcLViOK7Vr3rRVx"
"Bad Luck","Khalid",44,2019-04-05,"2vsuel3g4zaLYSOY0mOMbi"
"One","Lewis Capaldi",44,2019-08-04,"5C1TucCRf4Vjjree1OItyv"
"Paradise","Bazzi",44,2019-11-21,"0Rx0DJI556Ix5gBny6EWmn"
"Rainbow Bap","Jaden",44,2020-08-14,"5xAOiPReWwiepAJWmLQDYZ"
"Sunroof","courtship.",44,2022-05-31,"1zLEXRNVucrDxxI1qmGO9Z"
"Another Night","Mac Miller",43,2020-04-29,"4kCvpSVa2XQUiarE7EE5Fs"
"BOYS","BROCKHAMPTON",43,2020-08-25,"1H3GqbebLfBjqY8rW9oVyq"
"Hymn for the Weekend","Coldplay",43,2021-01-16,"3RiPr603aXAoi4GHyXx0uy"
"I Know You (feat. Yung Pinch)","Lil Skies",43,2018-08-26,"5Cg98kiDYtCEHmjcKD0CJD"
"Just One Yesterday","Fall Out Boy",43,2019-08-14,"0l2p5mDOP3czJ2FpD6zWie"
"Levitating (feat. DaBaby)","Dua Lipa",43,2021-02-07,"463CkQjx2Zk1yXoBuierM9"
"Opps Want Me Dead","Lil Skies",43,2020-05-12,"5cEbtwig1FXW8RF6FSxRU1"
"Priice Tag","Desiigner",43,2018-06-04,"7j0D9pB6mU6Sxob8fDoKCZ"
"The Question","Mac Miller",43,2020-05-04,"6ABAUBmOyfPtAUU0IpEKJf"
"Tribe (with J. Cole)","Bas",43,2021-07-02,"0YAQnYt2oB8OdoaeqnHyTI"
"Unsteady","X Ambassadors",43,2020-05-11,"7lGKEWMXVWWTt3X71Bv44I"
"m y . l i f e (with 21 Savage & Morray)","J. Cole",43,2021-05-14,"31YXuMBGIOeZQfAu1NxMbK"
"run wild","Arden Jones",43,2022-03-05,"3oO1g8DKcFORNdUQLIXEVi"
"the other side","Arden Jones",43,2022-03-05,"3wledcRROg8EvoTbc27Xfw"
"Animal","Neon Trees",42,2020-03-29,"1fBl642IhJOE5U319Gy2Go"
"Balam Pichkari","Pritam",42,2022-03-22,"18e3XXYCv4Tx8uUl1mP3CN"
"CUT EM IN (feat. Rick Ross)","Anderson .Paak",42,2020-08-19,"68wXv4DokvcOVNvuJ7FbWp"
"Chattanooga","Briston Maroney",42,2021-03-12,"6kOG6Upp2stc1POrhmRcQ4"
"NOIZE","Jaden",42,2019-07-05,"7kWOOLjhvTsfNFHdu9iWWl"
"Rags2Riches 2 (feat. Lil Baby)","Rod Wave",42,2020-08-07,"0qJeyYAgv6UpvewUxRXAhb"
"Sonic Shit","Digital Nas",42,2019-04-14,"3n47hN8UuquBQyYHaO2jD4"
"Stressed Out","Twenty One Pilots",42,2020-03-30,"3CRDbSIZ4r5MsZ0YwxuEkn"
"Stuntin' On You (feat. DaBaby)","Tyla Yaweh",42,2020-10-17,"341lTIxmhybbQsgydwJiFx"
"Violet","Bad Suns",42,2022-05-31,"7bhSQqbyUvFVfmXgkF028O"
"21C/Delta","Jack Harlow",41,2020-12-11,"54FJWt8YIA1IHjmUxuDxwi"
"Blinding Lights","The Weeknd",41,2020-01-23,"0sf12qNH5qcw8qpgymFOqD"
"Champions","Kanye West",41,2018-04-20,"2nBI3iWLhupR7LyAJ5GGkE"
"Fire Squad","J. Cole",41,2021-02-19,"6sf35vqrEAN8fOFzrKmv9A"
"Good Time","Ocean Park Standoff",41,2020-06-21,"7cPKQeCtGjRjoFVw6ub5rS"
"On Time (with John Legend)","Metro Boomin",41,2022-12-02,"2AJ9m2GYvegfJul4GdERER"
"ROXANNE","Arizona Zervas",41,2019-11-03,"696DnlkuDOXcMAnKlTgXXK"
"Before You Go","Lewis Capaldi",40,2020-03-08,"2gMXnyrvIjhVBUZwvLZDMP"
"Heat Waves","Glass Animals",40,2021-02-20,"3USxtqRwSYz57Ewm6wWRMp"
"Hey Brother","Avicii",40,2020-03-30,"4RXpgGM7A4Hg7cFBoH5KyF"
"If I Ruled the World (feat. Iyaz)","Big Time Rush",40,2020-05-06,"4XIdxJBiWXUaQiJY5hlSIx"
"People Watching","Smallpools",40,2022-05-31,"6kNEaRYwAFOVWXNZKljej5"
"Runaway Kid","iann dior",40,2020-06-12,"2cfvN9LpM3RFW3wKqrE1jZ"
"Take a Walk","Passion Pit",40,2020-08-20,"4Sfa7hdVkqlM8UW5LsSY3F"
"Youth feat. Khalid","Shawn Mendes",40,2018-06-02,"5SwEgzUFDHwpWHKrbnP32Z"
"ALWAYS DO","The Kid LAROI",39,2020-11-07,"3QCU8BT0zDS9LPVfEhRFEE"
"Piano Man","Billy Joel",39,2021-03-08,"70C4NyhjD5OZUMzvWZ3njJ"
"Planet God Damn (feat. Njomza)","Mac Miller",39,2020-11-25,"7bd0BC9RNR6GxJsM3pRwBw"
"RAW SHIT (feat. Migos)","DaBaby",39,2019-10-05,"1CCDIow4pPYyJYzhtTUYz2"
"Summer Days","A R I Z O N A",39,2020-05-09,"5ofu1h1E6U5meL0SNpoS78"
"Your Soul","Forrest.",39,2021-06-03,"26qTfV9DiLTT5fBXgvXfFx"
"679 (feat. Remy Boyz)","Fetty Wap",38,2019-01-26,"5NQbUaeTEOGdD6hHcre0dZ"
"Big Money","Lil Skies",38,2020-06-11,"3i5h463CsDCWV13a25RgEO"
"Heads Will Roll - A-Trak Remix Radio Edit","Yeah Yeah Yeahs",38,2021-09-11,"0vBpyfpW2lARGh3AZFtWRi"
"Lithuania (feat. Travis Scott)","Big Sean",38,2020-09-04,"4VLTxHOyFX5FRtkpsFm5Pc"
"Roses","SAINt JHN",38,2020-06-24,"0easEmosKkPhksg0qidzXo"
"Scared of the Dark (feat. XXXTENTACION)","Lil Wayne",38,2019-11-15,"3vWzyGTu6Ovo1GdrcJqH6e"
"Skin","Mac Miller",38,2020-08-18,"1eDS8ii1utvj0PjfQLrDb4"
"Stuck In The Middle","Tai Verdes",38,2021-05-07,"4y3BUo2hp0MxylfbUaqRyJ"
"WHY","NF",38,2019-02-17,"7rjGZWlqqeEMDrAabwZQhr"
"Beam (feat. Playboi Carti)","88rising",37,2018-07-24,"5qZIrB9CjgKdMspTFkUbNt"
"In The Morning","J. Cole",37,2020-12-17,"4OkiWfrZKmmVoILXk8JEtl"
"Insomniak (feat. Rick Ross)","Mac Miller",37,2021-10-15,"0qdSK9Nr5OAvWzPA5OHxw7"
"It Ain't Me (with Selena Gomez)","Kygo",37,2019-06-22,"12GEpg2XOPyqk03JZEZnJs"
