"Date","Plays"
2020-01-24,138
2020-04-29,138
2020-09-29,138
2020-11-05,138
2022-06-28,138
2018-10-02,137
2019-11-04,137
2020-06-30,137
2020-09-04,137
2020-10-14,137
2021-07-25,137
2022-01-29,137
2022-04-18,137
2022-09-18,137
2018-02-27,136
2018-09-12,136
2019-02-22,136
2019-03-12,136
2019-05-16,136
2019-09-03,136
2020-06-07,136
2020-10-28,136
2020-11-09,136
2020-11-26,136
2021-05-10,136
2022-01-21,136
2018-12-20,135
2019-06-14,135
2019-12-04,135
2020-07-22,135
2021-04-08,135
2021-04-12,135
2021-07-02,135
2021-08-19,135
2021-09-17,135
2021-12-13,135
2022-04-04,135
2018-05-04,134
2018-12-11,134
2019-04-24,134
2019-04-26,134
2019-05-02,134
2019-05-20,134
2019-09-18,134
2019-10-22,134
2020-03-05,134
2020-04-20,134
2020-05-31,134
2020-10-03,134
2020-10-05,134
2020-10-22,134
2020-11-15,134
2021-08-15,134
2021-11-03,134
2022-01-13,134
2018-12-02,133
2019-03-29,133
2019-05-06,133
2020-01-08,133
2020-01-15,133
2020-05-01,133
2020-05-14,133
2020-08-07,133
2021-01-16,133
2021-02-27,133
2021-07-18,133
2022-02-17,133
2022-04-27,133
2018-07-21,132
2018-12-12,132
2019-05-03,132
2019-06-07,132
2019-07-21,132
2019-08-09,132
2019-10-09,132
2019-10-11,132
2020-02-13,132
2020-04-28,132
2020-07-09,132
2020-08-30,132
2020-10-13,132
2020-11-25,132
2020-12-26,132
2021-02-08,132
2021-02-10,132
2021-04-26,132
2021-08-24,132
2021-11-02,132
2021-11-15,132
2022-06-10,132
2022-09-22,132
2022-10-28,132
2018-11-08,131
2019-03-26,131
2019-06-28,131
2019-08-11,131
2019-08-17,131
2019-10-17,131
2020-03-25,131
2020-04-17,131
2021-02-18,131
2021-04-21,131
2021-09-10,131
2021-11-19,131
2022-07-01,131
2019-03-10,130
2019-10-13,130
2020-01-29,130
2020-08-21,130
2021-06-02,130
2022-01-18,130
2022-01-28,130
2022-06-04,130
2022-09-26,130
2022-10-05,130
2018-05-02,129
2018-10-03,129
2018-11-03,129
2019-05-08,129
2019-08-20,129
2019-11-11,129
2019-11-27,129
2019-12-24,129
2020-03-21,129
2020-06-25,129
2020-06-26,129
2021-03-20,129
2021-04-11,129
2021-05-24,129
2021-08-21,129
2021-09-08,129
2021-09-15,129
2021-09-16,129
2021-10-22,129
2021-10-25,129
2022-02-09,129
2018-09-19,128
2018-09-25,128
2018-11-20,128
2019-02-18,128
2019-03-18,128
2019-05-24,128
2019-11-15,128
2020-01-10,128
2020-02-04,128
2020-03-30,128
2020-10-12,128
2021-05-13,128
2021-08-10,128
2022-04-05,128
2022-06-25,128
2022-09-07,128
2018-10-04,127
2019-07-17,127
2020-05-25,127
2021-01-03,127
2021-04-20,127
2021-07-08,127
2021-09-23,127
2022-01-30,127
2022-03-22,127
2022-08-30,127
2019-03-30,126
2019-07-29,126
2019-09-11,126
2019-10-29,126
2020-03-06,126
2020-04-21,126
2020-06-12,126
2020-07-04,126
2020-09-19,126
2021-03-10,126
2021-06-01,126
2021-07-14,126
2021-09-27,126
2022-02-15,126
2022-06-27,126
2022-09-25,126
2018-04-23,125
2019-03-05,125
2019-03-06,125
2019-04-25,125
2019-04-28,125
2019-06-17,125
2019-11-25,125
2020-02-17,125
2020-02-28,125
2020-05-23,125
2021-05-07,125
2021-08-25,125
2021-12-01,125
2022-01-11,125
2022-02-02,125
2022-03-29,125
2022-10-01,125
2022-11-16,125
2022-12-07,125
2019-03-31,124
2019-06-10,124
2020-01-27,124
2020-05-06,124
2020-06-15,124
2020-07-01,124
2020-07-23,124
2021-01-04,124
2018-11-19,123
2019-06-06,123
2019-06-23,123
2019-09-22,123
2020-01-22,123
2020-05-02,123
2020-08-18,123
2020-09-10,123
2021-04-17,123
2021-07-06,123
2021-09-24,123
2022-01-26,123
2022-04-01,123
2022-10-03,123
2018-08-30,122
2019-08-14,122
2019-10-23,122
2019-10-28,122
2019-11-03,122
2019-12-31,122
2020-05-26,122
2020-08-28,122
2020-09-23,122
2021-07-07,122
2021-08-11,122
2021-09-28,122
2021-10-20,122
2022-01-05,122
2019-07-01,121
2019-10-24,121
2019-11-08,121
2019-12-16,121
2020-02-07,121
2020-02-29,121
2020-06-09,121
2021-07-09,121
2021-08-26,121
2021-09-30,121
2021-11-09,121
2022-01-14,121
2022-02-08,121
2022-04-08,121
2022-05-01,121
2018-01-17,120
2018-09-05,120
2018-12-19,120
2019-06-25,120
2019-10-02,120
2020-04-05,120
2020-06-16,120
2020-07-18,120
2020-08-27,120
2020-12-03,120
2021-01-17,120
2021-08-05,120
2021-08-23,120
2019-02-21,119
2019-04-22,119
2020-04-07,119
2020-07-29,119
2020-12-24,119
2021-01-02,119
2021-01-08,119
2021-02-13,119
2021-07-15,119
2021-08-03,119
2022-03-27,119
2022-05-18,119
2018-05-01,118
2018-11-29,118
2019-08-03,118
2020-04-13,118
2020-05-18,118
2020-08-01,118
2020-11-13,118
2021-05-02,118
2021-08-18,118
2021-08-30,118
2022-01-31,118
2018-01-18,117
2019-05-09,117
2019-09-13,117
2019-10-14,117
2020-01-13,117
2020-05-17,117
2021-02-09,117
2021-11-17,117
2022-02-06,117
2022-06-30,117
2018-04-12,116
2018-10-11,116
2018-10-22,116
2019-04-02,116
2019-06-11,116
2019-09-04,116
2019-10-08,116
2019-12-26,116
2020-03-07,116
2020-03-14,116
2020-12-04,116
2021-07-17,116
2021-07-19,116
2022-01-06,116
2022-03-13,116
2022-07-02,116
2022-10-26,116
2022-12-12,116
2019-02-28,115
2019-03-21,115
2019-05-10,115
2019-05-14,115
2019-05-23,115
2020-02-20,115
2020-02-21,115
2020-03-15,115
2020-03-24,115
2020-04-08,115
2020-07-15,115
2021-05-19,115
2021-07-22,115
2022-02-23,115
2022-06-29,115
2018-03-13,114
2018-04-27,114
2019-12-05,114
2020-05-07,114
2020-12-16,114
2021-04-13,114
2021-06-16,114
2022-03-08,114
2022-04-07,114
2022-11-09,114
2018-08-12,113
2019-03-25,113
2019-05-29,113
2019-06-04,113
2019-07-05,113
2019-07-10,113
2020-02-18,113
2020-12-21,113
2021-04-22,113
2021-04-23,113
2021-05-14,113
2021-05-22,113
2021-06-08,113
2021-09-14,113
2021-10-05,113
2021-11-30,113
2021-12-30,113
2022-02-14,113
2022-06-21,113
2022-12-24,113
2018-02-08,112
2018-03-29,112
2018-10-10,112
2020-03-09,112
2020-03-27,112
2020-12-08,112
2020-12-19,112
2022-02-18,112
2022-08-19,112
2018-04-09,111
2018-08-26,111
2018-09-18,111
2019-01-02,111
2019-02-26,111
2019-08-30,111
2020-04-02,111
2020-05-04,111
2020-08-25,111
2020-11-01,111
2020-11-04,111
2021-07-21,111
2021-07-29,111
2021-12-31,111
2022-07-22,111
2022-08-12,111
2019-08-08,110
2019-09-01,110
2019-09-24,110
2019-10-25,110
2019-11-01,110
2019-11-19,110
2019-12-11,110
2020-08-26,110
2020-11-12,110
2021-03-19,110
2021-12-28,110
2022-02-19,110
2022-11-02,110
2018-03-09,109
2018-07-16,109
2018-12-27,109
2019-02-25,109
2019-03-04,109
2019-04-23,109
2019-11-07,109
2019-11-20,109
2020-05-09,109
2020-06-05,109
2020-07-06,109
2020-11-06,109
2020-12-06,109
2021-05-26,109
2021-09-09,109
2022-03-17,109
2022-03-23,109
2022-06-03,109
2022-09-23,109
2022-10-21,109
2019-03-13,108
2019-12-18,108
2020-02-16,108
2020-04-04,108
2020-07-03,108
2021-02-24,108
2021-05-12,108
2021-06-28,108
2021-06-30,108
2022-08-15,108
2018-03-12,107
2018-10-09,107
2019-03-19,107
2019-04-20,107
2019-07-09,107
2020-05-05,107
2020-09-15,107
2020-09-26,107
2021-02-28,107
2021-06-23,107
2022-05-30,107
2022-10-24,107
2022-11-03,107
2018-04-20,106
2019-12-25,106
2020-01-09,106
2020-05-12,106
2020-08-10,106
2020-08-11,106
2021-08-13,106
2022-02-24,106
2022-03-31,106
2022-07-17,106
2022-08-24,106
2022-09-29,106
2022-12-23,106
2018-01-20,105
2018-04-30,105
2018-11-05,105
2019-02-23,105
2019-04-30,105
2019-05-01,105
2019-10-30,105
2019-12-07,105
2019-12-10,105
2020-01-31,105
2020-02-06,105
2020-05-16,105
2020-06-02,105
2020-06-24,105
2020-07-08,105
2020-09-24,105
2020-09-25,105
2020-12-02,105
2020-12-20,105
2021-01-05,105
2021-01-06,105
2021-04-03,105
2021-05-17,105
2021-08-29,105
2022-01-10,105
2022-02-07,105
2022-07-28,105
2018-02-06,104
2018-05-03,104
2018-12-28,104
2019-04-29,104
2019-07-13,104
2020-03-18,104
2020-11-11,104
2021-08-22,104
2021-12-27,104
2022-06-26,104
2022-09-09,104
2022-11-30,104
2018-10-15,103
2019-09-05,103
2019-09-15,103
2019-10-06,103
2020-01-25,103
2020-02-11,103
2020-05-11,103
2020-06-01,103
2020-06-04,103
2020-06-19,103
2020-10-09,103
2020-11-28,103
2021-12-21,103
2022-01-24,103
2022-05-11,103
2022-06-01,103
2018-09-26,102
2018-12-10,102
2018-12-18,102
2019-02-27,102
2019-12-17,102
2020-01-19,102
2020-01-28,102
2020-09-07,102
2022-03-21,102
2022-07-26,102
2022-08-08,102
2022-08-22,102
2018-02-20,101
2018-05-24,101
2018-08-08,101
2018-11-06,101
2019-08-25,101
2020-02-24,101
2020-09-14,101
2020-09-22,101
2021-09-02,101
2022-07-07,101
2018-09-28,100
2018-10-23,100
2018-11-07,100
2019-02-20,100
2019-03-07,100
2019-05-13,100
2019-05-31,100
2019-07-02,100
2021-02-20,100
2021-06-04,100
2021-07-16,100
2022-04-29,100
2022-05-09,100
2022-06-23,100
2022-10-23,100
2018-04-19,99
2018-09-20,99
2018-10-16,99
2019-03-15,99
2019-05-25,99
2019-08-23,99
2019-10-31,99
2021-02-14,99
2021-03-14,99
2021-03-22,99
2021-06-21,99
2021-07-28,99
2021-09-20,99
2021-10-15,99
2021-12-10,99
2022-04-17,99
2022-05-20,99
2022-08-18,99
2022-09-06,99
2022-12-22,99
2019-06-24,98
2020-03-31,98
2020-05-19,98
2020-05-30,98
2020-09-21,98
2020-10-04,98
2021-06-06,98
2021-08-31,98
2021-09-07,98
2021-12-17,98
2022-04-23,98
2022-10-02,98
2022-11-18,98
2018-03-01,97
2018-03-28,97
2019-02-15,97
2019-03-02,97
2019-04-09,97
2020-03-08,97
2020-09-01,97
2020-12-11,97
2021-05-11,97
2021-06-09,97
2021-08-17,97
2022-09-13,97
2018-03-21,96
2018-03-27,96
2018-05-17,96
2018-11-28,96
2018-12-06,96
2018-12-26,96
2019-10-05,96
2019-12-19,96
2020-02-02,96
2020-10-08,96
2020-12-01,96
2021-04-10,96
2022-02-22,96
2022-11-01,96
2018-03-06,95
2018-03-20,95
2018-05-25,95
2018-09-13,95
2018-12-03,95
2019-01-13,95
2021-05-08,95
2022-05-19,95
2022-09-02,95
2022-09-11,95
2022-12-17,95
2017-12-18,94
2018-02-21,94
2018-04-18,94
2018-05-11,94
2018-11-30,94
2019-08-16,94
2019-08-22,94
2020-01-18,94
2020-02-27,94
2020-03-10,94
2020-06-14,94
2020-08-22,94
2020-09-18,94
2020-10-25,94
2020-12-18,94
2021-01-14,94
2021-10-12,94
2021-11-05,94
2021-12-03,94
2022-01-22,94
2022-09-20,94
2022-09-21,94
2022-11-08,94
2019-08-21,93
2019-12-06,93
2020-08-29,93
2021-07-30,93
2021-11-25,93
2022-01-17,93
2022-04-10,93
2022-05-23,93
2022-06-17,93
2022-08-16,93
2022-10-07,93
2022-11-04,93
2022-11-07,93
2018-09-24,92
2018-12-05,92
2019-02-07,92
2019-06-08,92
2019-08-19,92
2019-11-13,92
2020-01-16,92
2020-08-17,92
2022-04-19,92
2022-07-14,92
2022-08-21,92
2022-10-11,92
2017-11-13,91
2018-02-12,91
2018-09-10,91
2018-10-30,91
2020-02-10,91
2020-07-20,91
2020-11-29,91
2021-05-05,91
2021-06-22,91
2022-09-08,91
2022-10-12,91
2022-11-05,91
2018-03-08,90
2018-04-17,90
2018-04-24,90
2018-06-12,90
2018-10-20,90
2018-10-24,90
2020-01-14,90
2020-09-03,90
2020-12-17,90
2021-05-15,90
2021-08-08,90
2021-09-13,90
2021-10-21,90
2022-05-02,90
2022-08-04,90
2017-10-20,89
2018-02-07,89
2018-06-04,89
2018-11-10,89
2018-12-15,89
2019-12-15,89
2020-01-06,89
2021-05-21,89
2021-06-29,89
2021-08-07,89
2021-09-18,89
2021-10-31,89
2022-07-08,89
2022-07-25,89
2022-08-03,89
2022-08-17,89
2022-10-22,89
2018-05-31,88
2021-01-13,88
2021-08-06,88
2021-09-01,88
2021-11-26,88
2021-12-22,88
2021-12-24,88
2022-01-07,88
2022-05-25,88
2022-07-27,88
2022-09-14,88
2022-10-19,88
2018-03-22,87
2018-11-26,87
2018-12-07,87
2019-06-03,87
2020-09-27,87
2021-10-01,87
2021-10-09,87
2022-01-19,87
2017-09-12,86
2018-01-12,86
2018-02-13,86
2018-04-11,86
2018-04-16,86
2018-09-14,86
2019-05-04,86
2019-08-15,86
2020-04-19,86
2020-04-27,86
2021-06-03,86
2021-10-11,86
2022-02-05,86
2022-02-16,86
2022-04-22,86
2018-02-28,85
2018-03-19,85
2019-06-12,85
2019-06-18,85
2019-10-26,85
2019-11-22,85
2019-11-26,85
2020-03-28,85
2020-04-03,85
2020-06-28,85
2021-09-22,85
2022-05-10,85
2022-06-16,85
2022-10-06,85
2022-12-14,85
2022-12-29,85
2018-10-12,84
2019-01-05,84
2019-03-03,84
2019-10-21,84
2020-02-05,84
2020-03-02,84
2020-03-23,84
2020-07-12,84
2020-08-24,84
2020-11-03,84
2021-12-04,84
2022-03-01,84
2022-05-24,84
2022-06-14,84
2022-08-09,84
2022-08-13,84
2022-08-25,84
2022-12-09,84
2017-12-21,83
2018-01-08,83
2018-08-11,83
2018-09-07,83
2018-09-16,83
2018-11-12,83
2019-07-14,83
2019-08-13,83
2019-11-09,83
2021-09-06,83
2022-01-09,83
2022-03-26,83
2022-08-02,83
2017-10-10,82
2017-10-23,82
2017-11-10,82
2017-12-06,82
2017-12-15,82
2018-08-22,82
2018-10-19,82
2019-02-13,82
2019-06-09,82
2019-07-30,82
2020-12-09,82
2021-10-24,82
2021-12-02,82
2022-01-08,82
2022-02-03,82
2022-04-06,82
2022-05-05,82
2022-05-12,82
2022-12-16,82
2018-08-05,81
2018-10-25,81
2020-11-19,81
2021-04-04,81
2022-04-16,81
2022-05-17,81
2022-09-30,81
2022-10-27,81
2022-12-06,81
2018-01-19,80
2018-02-23,80
2018-09-21,80
2018-09-27,80
2018-11-02,80
2018-12-29,80
2019-03-23,80
2019-12-09,80
2020-02-12,80
2020-03-04,80
2020-04-24,80
2021-04-30,80
2021-05-09,80
2021-05-16,80
2021-05-31,80
2021-06-11,80
2022-01-25,80
2022-10-04,80
2022-12-01,80
2017-12-07,79
2018-02-05,79
2019-03-20,79
2019-12-30,79
2020-05-08,79
2021-05-18,79
2021-06-17,79
2021-06-24,79
2021-10-19,79
2022-06-06,79
2022-08-20,79
2022-09-10,79
2018-03-23,78
2018-05-18,78
2018-05-30,78
2018-09-06,78
2018-10-05,78
2018-10-26,78
2018-11-13,78
2018-11-15,78
2018-11-17,78
2019-05-17,78
2019-05-30,78
2021-12-11,78
2022-05-31,78
2022-06-05,78
2022-09-05,78
2022-11-10,78
2022-11-26,78
2017-10-25,77
2018-02-14,77
2018-05-16,77
2018-06-15,77
2018-11-04,77
2019-01-12,77
2019-06-22,77
2019-09-27,77
2022-02-11,77
2022-06-02,77
2022-06-08,77
2022-06-15,77
2022-08-31,77
2017-11-14,76
2018-01-30,76
2018-04-26,76
2018-08-25,76
2019-11-28,76
2021-06-25,76
2022-04-28,76
2022-07-06,76
2017-10-17,75
2017-11-20,75
2017-12-13,75
2018-01-16,75
2018-09-02,75
2019-02-03,75
2019-04-27,75
2019-12-08,75
2019-12-21,75
2021-02-21,75
2021-06-26,75
2021-09-19,75
2022-02-26,75
2022-06-09,75
2022-12-04,75
2018-11-27,74
2019-06-02,74
2020-09-16,74
2021-06-15,74
2021-08-27,74
2021-10-18,74
2022-04-30,74
2022-07-30,74
2022-08-11,74
2022-08-23,74
2022-08-26,74
2022-12-02,74
2018-07-24,73
2018-12-30,73
2019-01-31,73
2019-08-26,73
2020-01-12,73
2022-07-19,73
2022-12-31,73
2018-02-01,72
2018-04-13,72
2018-05-08,72
2018-05-23,72
2018-09-04,72
2018-12-13,72
2019-02-06,72
2019-02-10,72
2020-04-09,72
2021-08-09,72
2022-04-03,72
2022-09-19,72
2022-10-13,72
2022-10-18,72
2022-11-13,72
2022-12-21,72
2017-12-22,71
2018-01-22,71
2018-05-29,71
2018-06-06,71
2018-08-27,71
2018-11-22,71
2019-01-27,71
2019-07-27,71
2020-02-01,71
2020-06-06,71
2020-09-13,71
2020-09-20,71
2020-12-14,71
2021-06-14,71
2021-08-16,71
2021-12-05,71
2022-07-21,71
2022-11-11,71
2017-10-06,70
2017-11-21,70
2018-06-01,70
2018-06-05,70
2018-06-11,70
2020-01-03,70
2020-04-01,70
2020-04-10,70
2020-06-13,70
2020-06-21,70
2020-10-06,70
2020-11-27,70
2021-05-06,70
2021-09-04,70
2022-08-10,70
2022-09-15,70
2017-11-30,69
2018-03-07,69
2018-05-10,69
2018-05-15,69
2018-07-17,69
2019-02-24,69
2019-06-05,69
2019-08-24,69
2020-01-23,69
2020-07-16,69
2021-01-07,69
2021-01-15,69
2021-05-30,69
2021-07-31,69
2021-11-06,69
2022-02-13,69
2022-05-08,69
2022-08-14,69
2022-12-13,69
2017-10-13,68
2017-12-04,68
2018-08-21,68
2018-10-13,68
2018-12-31,68
2019-07-12,68
2020-01-04,68
2020-07-14,68
2020-10-10,68
2020-11-30,68
2021-03-28,68
2021-05-03,68
2021-09-03,68
2021-12-26,68
2022-03-04,68
2022-03-05,68
2022-03-20,68
2022-06-11,68
2022-10-25,68
2017-09-19,67
2018-04-25,67
2018-08-13,67
2018-10-07,67
2018-10-21,67
2019-01-25,67
2019-02-19,67
2019-03-16,67
2019-05-27,67
2020-06-29,67
2020-07-05,67
2020-07-17,67
2021-10-14,67
2021-11-14,67
2021-12-23,67
2022-05-13,67
2022-05-15,67
2022-09-17,67
2017-09-22,66
2017-10-09,66
2017-10-18,66
2017-11-01,66
2017-11-27,66
2018-11-11,66
2020-01-05,66
2020-11-08,66
2022-09-01,66
2022-10-09,66
2022-10-29,66
2022-12-19,66
2018-01-11,65
2018-02-26,65
2018-03-14,65
2018-03-16,65
2018-06-02,65
2019-06-01,65
2019-06-26,65
2019-09-07,65
2019-10-12,65
2020-01-07,65
2020-01-11,65
2020-02-25,65
2020-11-17,65
2020-12-13,65
2021-04-29,65
2021-11-20,65
2022-06-20,65
2022-10-30,65
2022-12-10,65
2017-11-02,64
2017-12-20,64
2018-06-07,64
2019-02-11,64
2021-10-29,64
2022-09-27,64
2022-12-25,64
2017-10-26,63
2017-12-08,63
2017-12-11,63
2018-03-11,63
2018-05-06,63
2018-05-22,63
2018-07-14,63
2019-06-20,63
2019-06-27,63
2020-03-12,63
2020-07-24,63
2021-07-04,63
2022-10-20,63
2018-01-25,62
2020-09-11,62
2021-11-13,62
2021-12-08,62
2021-12-09,62
2022-01-15,62
2022-08-01,62
2022-12-08,62
2017-11-09,61
2017-12-05,61
2017-12-12,61
2017-12-28,61
2018-02-09,61
2019-12-14,61
2020-06-10,61
2020-07-11,61
2020-12-07,61
2022-02-20,61
2022-03-06,61
2022-05-03,61
2022-08-07,61
2022-08-29,61
2017-09-20,60
2017-09-26,60
2017-11-17,60
2018-01-09,60
2018-06-08,60
2018-09-11,60
2018-10-08,60
2019-07-19,60
2020-06-18,60
2020-08-23,60
2020-11-20,60
2020-12-05,60
2022-02-27,60
2022-06-18,60
2022-10-17,60
2017-09-18,59
2018-03-05,59
2018-07-22,59
2018-08-28,59
2018-09-03,59
2018-09-15,59
2019-04-06,59
2020-01-02,59
2020-02-15,59
2020-02-22,59
2020-03-03,59
2020-08-15,59
2021-11-29,59
2022-01-02,59
2022-11-17,59
2017-09-13,58
2017-11-06,58
2017-11-15,58
2017-12-19,58
2018-03-26,58
2018-12-22,58
2019-06-30,58
2022-03-11,58
2022-03-12,58
2022-03-25,58
2022-04-24,58
2022-11-19,58
2022-11-21,58
2017-10-16,57
2018-03-10,57
2019-07-22,57
2019-09-28,57
2020-09-09,57
2020-09-12,57
2020-11-18,57
2021-07-27,57
2021-11-27,57
2022-06-12,57
2022-11-15,57
2017-09-29,56
2017-11-16,56
2018-01-24,56
2018-01-29,56
2018-11-25,56
2019-01-28,56
2019-11-16,56
2020-06-23,56
2020-07-02,56
2020-11-02,56
2021-07-20,56
2021-10-04,56
2021-10-26,56
2022-02-25,56
2022-06-24,56
2017-10-24,55
2018-01-31,55
2018-07-02,55
2018-07-25,55
2018-07-26,55
2019-01-03,55
2020-08-20,55
2021-05-01,55
2021-06-05,55
2022-07-24,55
2017-11-03,54
2018-01-23,54
2018-07-31,54
2019-10-15,54
2021-10-23,54
2022-03-02,54
2022-05-04,54
2017-10-11,53
2018-01-10,53
2018-05-14,53
2019-01-29,53
2019-02-05,53
2019-05-07,53
2019-07-03,53
2019-11-12,53
2020-11-16,53
2018-07-19,52
2018-08-03,52
2018-09-22,52
2018-11-23,52
2019-11-23,52
2021-05-04,52
2021-12-20,52
