"Date","Plays"
"2020-11-29",69
"2020-12-29",69
"2021-01-15",69
"2022-03-27",69
"2022-04-13",69
"2022-04-28",69
"2022-06-25",69
"2022-07-15",69
"2022-11-22",69
"2019-12-24",68
"2020-02-20",68
"2020-12-01",68
"2021-12-30",68
"2022-01-27",68
"2022-02-01",68
"2018-05-07",67
"2020-03-05",67
"2020-06-18",67
"2020-08-14",67
"2020-12-25",67
"2021-02-07",67
"2021-03-05",67
"2021-04-03",67
"2021-11-23",67
"2022-02-09",67
"2022-04-12",67
"2022-05-14",67
"2022-09-02",67
"2022-12-19",67
"2016-04-26",66
"2017-12-04",66
"2020-05-19",66
"2020-09-12",66
"2020-10-03",66
"2021-03-27",66
"2021-05-02",66
"2021-05-30",66
"2021-07-17",66
"2019-02-04",65
"2019-12-22",65
"2020-07-24",65
"2021-04-05",65
"2022-02-05",65
"2022-04-15",65
"2022-06-15",65
"2022-10-03",65
"2022-11-18",65
"2020-02-11",64
"2020-08-12",64
"2020-10-13",64
"2020-12-23",64
"2021-01-10",64
"2021-03-08",64
"2021-08-24",64
"2021-09-05",64
"2022-10-28",64
"2017-11-16",63
"2019-02-06",63
"2019-08-23",63
"2020-02-10",63
"2020-09-29",63
"2020-12-02",63
"2021-02-21",63
"2021-05-19",63
"2021-06-03",63
"2022-06-30",63
"2022-10-10",63
"2022-11-03",63
"2022-11-25",63
"2016-04-30",62
"2017-07-05",62
"2017-08-12",62
"2019-01-25",62
"2019-04-23",62
"2019-04-24",62
"2020-01-07",62
"2020-08-24",62
"2020-09-08",62
"2021-04-12",62
"2021-08-20",62
"2021-08-27",62
"2021-09-21",62
"2021-10-05",62
"2021-10-16",62
"2021-10-21",62
"2022-01-20",62
"2022-03-03",62
"2022-05-11",62
"2022-07-27",62
"2022-08-08",62
"2022-09-05",62
"2022-10-24",62
"2022-12-08",62
"2016-04-20",61
"2019-02-14",61
"2019-08-27",61
"2020-01-10",61
"2020-09-20",61
"2020-12-27",61
"2020-12-30",61
"2021-03-13",61
"2021-04-06",61
"2021-06-02",61
"2021-06-10",61
"2022-02-28",61
"2022-03-11",61
"2022-04-02",61
"2022-10-11",61
"2019-01-02",60
"2020-02-29",60
"2021-01-31",60
"2021-05-23",60
"2021-11-01",60
"2021-12-02",60
"2018-05-08",59
"2019-01-28",59
"2019-09-10",59
"2019-10-25",59
"2020-02-26",59
"2020-10-09",59
"2021-01-25",59
"2021-03-12",59
"2021-04-09",59
"2021-04-16",59
"2021-12-04",59
"2021-12-12",59
"2022-11-23",59
"2019-03-13",58
"2020-09-15",58
"2020-09-22",58
"2020-11-08",58
"2020-11-17",58
"2021-01-18",58
"2022-01-09",58
"2022-03-01",58
"2022-03-10",58
"2022-06-19",58
"2016-05-01",57
"2017-09-30",57
"2018-04-26",57
"2019-04-26",57
"2019-05-31",57
"2019-08-06",57
"2020-03-07",57
"2020-04-24",57
"2020-05-28",57
"2020-09-28",57
"2021-02-02",57
"2021-04-11",57
"2021-06-19",57
"2021-09-15",57
"2022-04-04",57
"2022-05-01",57
"2022-05-08",57
"2022-09-14",57
"2016-04-29",56
"2018-12-11",56
"2019-02-26",56
"2019-04-02",56
"2019-07-29",56
"2019-08-19",56
"2019-11-16",56
"2019-11-27",56
"2019-12-16",56
"2020-02-12",56
"2020-11-13",56
"2020-12-14",56
"2020-12-20",56
"2021-03-04",56
"2021-05-04",56
"2021-06-20",56
"2022-02-27",56
"2022-06-09",56
"2017-10-25",55
"2020-02-06",55
"2020-04-29",55
"2020-10-01",55
"2020-10-08",55
"2020-12-07",55
"2021-03-25",55
"2021-08-05",55
"2021-08-31",55
"2022-01-02",55
"2022-05-06",55
"2022-09-08",55
"2022-10-01",55
"2018-06-25",54
"2018-09-13",54
"2019-03-28",54
"2019-07-25",54
"2019-10-19",54
"2020-04-22",54
"2020-08-29",54
"2020-10-19",54
"2021-05-14",54
"2021-07-02",54
"2021-08-23",54
"2021-09-10",54
"2021-12-03",54
"2022-03-24",54
"2022-04-25",54
"2022-08-19",54
"2022-08-23",54
"2022-08-29",54
"2022-09-17",54
"2022-12-12",54
"2016-04-21",53
"2017-10-12",53
"2018-04-20",53
"2019-03-23",53
"2019-12-02",53
"2019-12-19",53
"2020-02-03",53
"2020-11-21",53
"2021-10-13",53
"2022-05-21",53
"2022-09-06",53
"2017-07-26",52
"2017-09-10",52
"2019-07-15",52
"2019-08-30",52
"2019-11-09",52
"2020-02-17",52
"2020-05-08",52
"2020-05-24",52
"2020-10-18",52
"2020-11-07",52
"2020-12-05",52
"2021-04-25",52
"2021-05-31",52
"2021-12-01",52
"2022-10-13",52
"2017-11-30",51
"2018-06-26",51
"2018-12-13",51
"2019-03-04",51
"2019-04-15",51
"2019-05-03",51
"2019-07-04",51
"2019-08-22",51
"2019-08-25",51
"2019-12-25",51
"2019-12-31",51
"2020-03-20",51
"2020-04-27",51
"2020-08-28",51
"2020-09-05",51
"2021-01-29",51
"2021-08-22",51
"2021-09-13",51
"2021-09-25",51
"2022-03-04",51
"2022-10-06",51
"2017-09-01",50
"2017-09-05",50
"2017-09-27",50
"2017-12-14",50
"2018-02-27",50
"2018-03-07",50
"2018-06-15",50
"2019-03-07",50
"2019-07-21",50
"2020-03-04",50
"2020-03-17",50
"2021-01-28",50
"2021-02-05",50
"2021-02-28",50
"2021-03-06",50
"2021-03-09",50
"2021-06-04",50
"2022-01-23",50
"2022-06-11",50
"2022-10-22",50
"2017-09-13",49
"2018-01-24",49
"2019-02-25",49
"2019-06-28",49
"2019-10-11",49
"2019-10-26",49
"2019-12-11",49
"2020-04-16",49
"2020-12-16",49
"2021-02-22",49
"2021-03-03",49
"2021-04-26",49
"2021-05-20",49
"2021-10-03",49
"2021-10-19",49
"2022-02-10",49
"2022-03-14",49
"2022-05-26",49
"2022-05-27",49
"2022-06-23",49
"2022-12-31",49
"2017-09-28",48
"2018-01-07",48
"2018-12-10",48
"2019-05-14",48
"2019-07-01",48
"2019-08-31",48
"2019-11-10",48
"2019-11-23",48
"2020-03-06",48
"2020-08-13",48
"2021-08-02",48
"2021-12-18",48
"2022-07-01",48
"2022-08-03",48
"2022-08-13",48
"2022-11-21",48
"2017-07-06",47
"2017-07-28",47
"2017-10-03",47
"2019-02-11",47
"2019-04-25",47
"2019-06-10",47
"2019-11-24",47
"2020-05-05",47
"2020-05-11",47
"2020-09-21",47
"2020-12-28",47
"2021-01-11",47
"2021-05-05",47
"2021-07-23",47
"2021-09-20",47
"2021-11-19",47
"2021-12-14",47
"2022-03-17",47
"2022-05-17",47
"2022-06-04",47
"2022-06-26",47
"2022-08-20",47
"2022-08-25",47
"2017-05-01",46
"2018-01-30",46
"2018-09-10",46
"2019-01-16",46
"2019-04-07",46
"2019-07-18",46
"2019-09-16",46
"2019-09-17",46
"2019-10-05",46
"2020-02-09",46
"2020-02-15",46
"2020-04-09",46
"2020-07-11",46
"2020-10-07",46
"2020-10-30",46
"2021-02-03",46
"2021-03-28",46
"2021-11-17",46
"2022-03-30",46
"2022-08-11",46
"2022-09-10",46
"2022-09-20",46
"2017-08-04",45
"2017-10-07",45
"2018-07-05",45
"2019-12-12",45
"2020-03-16",45
"2020-09-27",45
"2020-12-08",45
"2021-08-08",45
"2022-02-21",45
"2022-03-02",45
"2022-03-07",45
"2022-07-31",45
"2022-10-25",45
"2017-06-08",44
"2017-08-31",44
"2017-12-15",44
"2019-04-16",44
"2019-08-28",44
"2019-11-13",44
"2020-07-19",44
"2020-08-17",44
"2020-09-23",44
"2021-06-27",44
"2021-06-29",44
"2021-10-17",44
"2021-11-11",44
"2022-05-09",44
"2022-09-16",44
"2022-12-20",44
"2017-08-22",43
"2018-01-09",43
"2018-11-16",43
"2019-01-10",43
"2019-03-08",43
"2019-03-30",43
"2019-04-05",43
"2019-04-30",43
"2019-05-10",43
"2019-07-10",43
"2019-08-09",43
"2019-12-15",43
"2019-12-18",43
"2020-08-15",43
"2021-02-15",43
"2021-05-11",43
"2021-05-26",43
"2021-10-06",43
"2021-10-23",43
"2021-11-14",43
"2022-02-16",43
"2022-04-08",43
"2022-04-22",43
"2022-05-23",43
"2022-05-30",43
"2022-08-16",43
"2022-12-07",43
"2022-12-24",43
"2017-07-17",42
"2017-09-17",42
"2017-09-18",42
"2017-10-11",42
"2018-08-20",42
"2018-08-28",42
"2018-08-29",42
"2019-02-12",42
"2019-07-23",42
"2019-08-18",42
"2019-08-29",42
"2020-02-16",42
"2020-05-20",42
"2020-05-22",42
"2020-05-23",42
"2020-07-14",42
"2020-08-23",42
"2020-09-17",42
"2021-07-09",42
"2021-12-17",42
"2022-04-03",42
"2022-04-20",42
"2022-07-29",42
"2022-11-10",42
"2017-05-08",41
"2017-07-15",41
"2017-09-11",41
"2017-09-25",41
"2018-01-25",41
"2018-11-26",41
"2018-12-03",41
"2019-01-03",41
"2019-01-09",41
"2019-01-29",41
"2019-02-21",41
"2019-03-20",41
"2019-03-31",41
"2019-04-03",41
"2019-05-30",41
"2020-01-11",41
"2020-03-10",41
"2020-03-27",41
"2020-04-13",41
"2020-04-30",41
"2020-06-09",41
"2020-07-12",41
"2020-08-07",41
"2020-08-27",41
"2020-12-09",41
"2021-08-16",41
"2021-10-01",41
"2022-04-11",41
"2022-05-29",41
"2022-06-28",41
"2022-07-14",41
"2022-07-26",41
"2022-09-19",41
"2022-09-29",41
"2022-10-02",41
"2022-10-18",41
"2022-10-27",41
"2017-10-01",40
"2018-11-28",40
"2018-11-29",40
"2018-12-19",40
"2019-02-22",40
"2019-08-11",40
"2020-03-08",40
"2020-07-09",40
"2020-07-28",40
"2020-08-18",40
"2020-10-11",40
"2021-02-19",40
"2021-06-06",40
"2021-09-07",40
"2021-12-19",40
"2022-06-06",40
"2022-10-19",40
"2022-10-31",40
"2022-11-05",40
"2017-07-08",39
"2017-07-23",39
"2017-08-21",39
"2018-04-23",39
"2018-07-02",39
"2018-11-27",39
"2019-05-17",39
"2019-09-06",39
"2019-11-01",39
"2020-06-13",39
"2020-06-19",39
"2020-06-22",39
"2020-11-09",39
"2021-08-04",39
"2021-09-06",39
"2022-05-25",39
"2022-07-12",39
"2022-07-22",39
"2016-04-28",38
"2017-05-28",38
"2017-12-13",38
"2018-01-12",38
"2018-03-20",38
"2018-04-19",38
"2018-07-14",38
"2019-01-23",38
"2019-06-27",38
"2019-09-13",38
"2019-10-08",38
"2019-10-10",38
"2019-11-08",38
"2020-01-17",38
"2021-04-21",38
"2021-05-03",38
"2021-06-23",38
"2021-07-21",38
"2021-09-28",38
"2021-11-20",38
"2021-12-31",38
"2022-01-06",38
"2022-03-09",38
"2022-05-02",38
"2022-12-17",38
"2017-07-18",37
"2017-08-01",37
"2017-11-22",37
"2017-12-08",37
"2017-12-10",37
"2019-02-28",37
"2019-09-11",37
"2019-11-11",37
"2020-01-13",37
"2020-04-26",37
"2020-05-02",37
"2020-09-16",37
"2021-02-13",37
"2021-03-10",37
"2021-04-14",37
"2021-07-04",37
"2022-06-03",37
"2022-07-16",37
"2022-08-18",37
"2022-11-14",37
"2017-10-09",36
"2018-02-09",36
"2019-04-11",36
"2019-04-22",36
"2019-09-14",36
"2019-11-07",36
"2019-11-12",36
"2019-11-28",36
"2020-02-27",36
"2020-07-26",36
"2020-08-22",36
"2021-01-17",36
"2021-03-14",36
"2021-03-31",36
"2021-06-08",36
"2021-08-07",36
"2022-01-05",36
"2022-02-25",36
"2022-03-15",36
"2022-03-26",36
"2022-04-16",36
"2022-05-31",36
"2022-07-06",36
"2022-07-09",36
"2022-08-27",36
"2022-10-20",36
"2022-11-15",36
"2016-04-27",35
"2017-06-27",35
"2017-07-02",35
"2017-07-09",35
"2017-11-12",35
"2018-05-25",35
"2018-10-31",35
"2019-02-15",35
"2019-05-05",35
"2019-07-14",35
"2019-09-24",35
"2020-01-14",35
"2020-02-18",35
"2020-04-28",35
"2020-05-29",35
"2020-07-21",35
"2021-01-20",35
"2021-06-22",35
"2021-09-22",35
"2021-09-26",35
"2021-10-08",35
"2021-12-22",35
"2021-12-23",35
"2021-12-24",35
"2022-02-20",35
"2022-06-07",35
"2022-08-14",35
"2022-09-22",35
"2017-06-28",34
"2017-07-22",34
"2018-01-22",34
"2018-06-02",34
"2018-08-01",34
"2019-01-14",34
"2019-02-08",34
"2019-03-12",34
"2019-06-11",34
"2019-07-17",34
"2019-11-05",34
"2020-04-08",34
"2020-06-30",34
"2020-08-11",34
"2021-01-04",34
"2021-09-19",34
"2022-05-22",34
"2022-11-01",34
"2022-12-16",34
"2016-04-23",33
"2017-07-04",33
"2017-07-16",33
"2017-07-21",33
"2017-10-04",33
"2017-12-21",33
"2018-02-01",33
"2018-03-05",33
"2018-04-08",33
"2018-04-11",33
"2018-07-11",33
"2018-12-21",33
"2019-01-11",33
"2019-02-01",33
"2019-05-28",33
"2019-07-09",33
"2019-08-02",33
"2019-08-03",33
"2019-09-03",33
"2019-09-30",33
"2019-11-19",33
"2019-11-29",33
"2020-05-03",33
"2020-05-13",33
"2020-07-01",33
"2020-08-19",33
"2020-09-24",33
"2020-11-01",33
"2021-01-23",33
"2021-07-12",33
"2021-07-24",33
"2022-10-07",33
"2017-04-27",32
"2017-05-29",32
"2017-10-08",32
"2017-11-13",32
"2017-11-29",32
"2018-06-29",32
"2019-01-05",32
"2019-07-11",32
"2019-07-30",32
"2019-08-10",32
"2020-02-07",32
"2020-05-31",32
"2021-01-03",32
"2021-01-27",32
"2021-01-30",32
"2021-02-08",32
"2021-02-10",32
"2021-02-18",32
"2021-03-29",32
"2021-06-17",32
"2021-06-26",32
"2021-09-14",32
"2022-05-03",32
"2022-07-13",32
"2022-09-23",32
"2017-06-16",31
"2017-11-05",31
"2018-08-04",31
"2018-08-22",31
"2018-11-25",31
"2018-11-30",31
"2019-03-22",31
"2019-04-09",31
"2019-04-27",31
"2019-05-18",31
"2019-05-25",31
"2019-07-08",31
"2019-08-17",31
"2019-11-22",31
"2020-03-03",31
"2020-03-30",31
"2020-04-17",31
"2020-08-02",31
"2021-01-05",31
"2021-02-12",31
"2021-05-06",31
"2021-09-30",31
"2021-12-26",31
"2022-07-11",31
"2022-07-30",31
"2022-08-04",31
"2022-12-01",31
"2016-04-18",30
"2016-04-22",30
"2016-04-25",30
"2017-07-31",30
"2017-09-12",30
"2017-09-19",30
"2018-03-14",30
"2018-03-27",30
"2018-07-27",30
"2018-12-12",30
"2019-03-18",30
"2019-04-12",30
"2019-06-05",30
"2019-11-26",30
"2020-05-30",30
"2021-06-05",30
"2021-07-16",30
"2021-07-27",30
"2021-08-12",30
"2021-08-19",30
"2021-10-31",30
"2021-11-16",30
"2022-01-26",30
"2022-08-28",30
"2022-09-21",30
"2017-06-20",29
"2017-07-03",29
"2018-01-06",29
"2018-01-19",29
"2018-07-13",29
"2018-11-09",29
"2019-01-18",29
"2019-04-01",29
"2019-07-03",29
"2019-09-28",29
"2019-09-29",29
"2019-10-16",29
"2020-01-29",29
"2020-02-02",29
"2020-02-22",29
"2020-02-23",29
"2020-03-26",29
"2020-04-23",29
"2020-08-10",29
"2021-02-16",29
"2021-07-11",29
"2021-10-25",29
"2022-02-12",29
"2022-02-15",29
"2022-04-19",29
"2022-07-25",29
"2016-04-19",28
"2017-09-16",28
"2018-02-07",28
"2018-10-03",28
"2019-03-15",28
"2019-04-17",28
"2019-11-14",28
"2020-04-02",28
"2020-04-04",28
"2020-04-19",28
"2020-05-12",28
"2020-05-18",28
"2020-06-23",28
"2020-08-03",28
"2020-09-13",28
"2021-07-28",28
"2021-08-28",28
"2021-10-11",28
"2021-10-18",28
"2022-01-19",28
"2022-02-06",28
"2022-10-04",28
"2022-10-12",28
"2022-11-06",28
"2022-11-24",28
"2017-05-10",27
"2017-05-16",27
"2017-05-22",27
"2017-05-25",27
"2017-06-22",27
"2017-09-09",27
"2017-09-20",27
"2018-02-06",27
"2018-04-24",27
"2018-06-07",27
"2018-06-24",27
"2018-08-16",27
"2018-08-17",27
"2018-09-20",27
"2018-10-04",27
"2019-03-01",27
"2019-04-10",27
"2019-05-06",27
"2019-07-05",27
"2019-11-20",27
"2020-01-05",27
"2020-04-25",27
"2020-05-26",27
"2020-06-20",27
"2020-06-28",27
"2020-07-18",27
"2020-08-04",27
"2020-09-06",27
"2020-10-02",27
"2021-01-24",27
"2021-07-19",27
"2021-07-31",27
"2021-10-20",27
"2022-02-24",27
"2022-03-08",27
"2022-03-19",27
"2022-04-17",27
"2022-07-02",27
"2022-08-26",27
"2022-09-07",27
"2022-09-13",27
"2017-06-11",26
"2017-08-15",26
"2017-10-10",26
"2018-02-16",26
"2018-05-14",26
"2018-07-24",26
"2018-10-10",26
"2018-11-06",26
"2018-12-02",26
"2018-12-05",26
"2018-12-06",26
"2019-04-29",26
"2019-06-13",26
"2019-07-31",26
"2019-10-22",26
"2020-06-29",26
"2020-07-10",26
"2020-08-21",26
"2020-10-21",26
"2021-02-23",26
"2021-04-20",26
"2021-05-18",26
"2021-05-29",26
"2021-06-14",26
"2021-10-12",26
"2021-11-26",26
"2022-02-22",26
"2022-03-29",26
"2017-05-18",25
"2017-06-21",25
"2017-08-18",25
"2017-08-20",25
"2017-08-23",25
"2017-08-24",25
"2018-02-15",25
"2018-07-09",25
"2018-07-25",25
"2018-08-15",25
"2018-08-19",25
"2018-09-14",25
"2018-12-07",25
"2019-03-21",25
"2019-06-12",25
"2019-07-02",25
"2019-08-20",25
"2020-02-04",25
"2020-03-19",25
"2020-06-01",25
"2020-08-09",25
"2020-11-02",25
"2020-11-25",25
"2021-01-19",25
"2021-05-13",25
"2021-06-12",25
"2021-08-01",25
"2022-02-23",25
"2022-08-05",25
"2022-10-14",25
"2022-10-26",25
"2022-11-17",25
"2017-06-19",24
"2017-07-29",24
"2017-08-13",24
"2018-01-08",24
"2018-01-17",24
"2018-03-09",24
"2018-03-12",24
"2018-03-13",24
"2018-05-01",24
"2018-07-23",24
"2018-07-30",24
"2018-09-06",24
"2018-09-16",24
"2018-09-19",24
"2018-09-21",24
"2018-11-19",24
"2019-04-14",24
"2019-05-07",24
"2019-06-02",24
"2019-07-16",24
"2019-07-19",24
"2019-08-08",24
"2019-09-04",24
"2019-10-06",24
"2020-01-16",24
"2020-02-01",24
"2020-03-24",24
"2020-04-20",24
"2020-07-03",24
"2021-04-18",24
"2021-05-01",24
"2021-05-28",24
"2021-09-09",24
"2022-02-08",24
"2022-03-13",24
"2022-04-05",24
"2022-06-29",24
"2022-12-04",24
"2022-12-28",24
"2017-05-27",23
"2017-06-23",23
"2017-08-27",23
"2017-11-15",23
"2018-03-06",23
"2018-03-28",23
"2018-04-04",23
"2018-04-17",23
"2018-05-06",23
"2018-07-03",23
"2018-07-31",23
"2018-11-05",23
"2018-12-16",23
"2018-12-18",23
"2019-05-27",23
"2019-07-26",23
"2020-01-08",23
"2020-03-13",23
"2020-03-29",23
"2020-05-01",23
"2020-05-09",23
"2020-05-15",23
"2020-06-27",23
"2020-07-05",23
"2020-08-16",23
"2020-09-18",23
"2020-10-15",23
"2020-11-16",23
"2020-11-30",23
"2021-01-21",23
"2021-11-06",23
"2021-12-06",23
"2022-01-03",23
"2022-08-17",23
"2022-09-12",23
"2022-10-30",23
"2022-11-02",23
"2022-11-11",23
"2017-06-04",22
"2017-06-10",22
"2017-06-26",22
"2017-09-02",22
"2017-12-03",22
"2017-12-12",22
"2018-02-19",22
"2018-02-23",22
"2018-03-23",22
"2018-09-05",22
"2018-09-26",22
"2018-09-28",22
"2018-10-12",22
"2019-02-07",22
"2019-03-06",22
"2019-03-11",22
"2019-10-24",22
"2020-03-09",22
"2020-09-07",22
"2021-03-24",22
"2021-05-27",22
"2021-06-25",22
"2021-10-28",22
"2021-12-13",22
"2022-01-14",22
"2022-06-24",22
"2022-08-01",22
"2022-08-15",22
"2022-08-21",22
"2022-11-13",22
"2022-11-30",22
"2017-05-24",21
"2017-05-30",21
"2017-06-12",21
"2017-10-28",21
"2017-11-11",21
"2017-11-23",21
"2017-12-16",21
"2017-12-20",21
"2018-01-26",21
"2018-02-02",21
"2018-03-02",21
"2018-04-27",21
"2018-07-12",21
"2018-07-19",21
"2018-08-21",21
"2018-09-18",21
"2018-11-13",21
"2018-12-01",21
"2019-03-26",21
"2019-05-29",21
"2019-09-21",21
"2019-11-18",21
"2019-11-21",21
"2019-12-13",21
"2019-12-29",21
"2020-03-23",21
"2020-04-21",21
"2020-05-27",21
"2020-06-03",21
"2020-08-20",21
"2020-09-10",21
"2020-12-19",21
"2021-02-01",21
"2021-02-04",21
"2021-02-09",21
"2021-05-17",21
"2021-08-17",21
"2021-10-07",21
"2021-11-30",21
"2022-02-03",21
"2022-07-21",21
"2022-10-21",21
"2017-06-30",20
"2017-07-07",20
"2017-07-20",20
"2017-08-03",20
"2017-08-09",20
"2017-08-25",20
"2017-09-07",20
"2017-11-03",20
"2017-11-14",20
"2017-11-19",20
"2018-05-13",20
"2018-05-30",20
"2018-08-02",20
"2018-08-30",20
"2018-11-15",20
"2018-11-24",20
"2018-12-14",20
"2018-12-29",20
"2019-04-21",20
"2019-11-30",20
"2020-01-09",20
"2020-05-17",20
"2020-06-10",20
"2020-07-08",20
"2020-08-30",20
"2020-10-05",20
"2020-10-25",20
"2020-11-05",20
"2021-02-25",20
"2021-04-02",20
"2021-07-20",20
"2021-10-04",20
"2021-10-15",20
"2021-11-28",20
"2021-12-21",20
"2022-01-17",20
"2017-07-10",19
"2017-08-16",19
"2017-09-08",19
"2017-10-05",19
"2017-10-15",19
"2018-05-17",19
"2018-06-01",19
"2018-06-17",19
"2018-09-24",19
"2018-10-05",19
"2018-10-21",19
"2019-01-04",19
"2019-02-23",19
"2019-05-24",19
"2019-08-04",19
"2019-08-07",19
"2019-08-15",19
"2020-03-12",19
"2020-03-15",19
"2020-05-16",19
"2020-07-06",19
"2020-08-31",19
"2020-10-16",19
"2021-07-03",19
"2021-08-11",19
"2021-08-18",19
"2021-09-18",19
"2021-10-26",19
"2021-12-20",19
"2022-01-08",19
"2022-01-11",19
"2022-03-06",19
"2022-08-24",19
"2022-12-05",19
"2022-12-06",19
"2017-10-06",18
"2017-10-16",18
"2017-10-20",18
"2018-06-12",18
"2018-07-07",18
"2018-07-16",18
"2018-08-18",18
"2018-09-11",18
